4.19899e-02 0.00000e+00
1.25970e-01 0.00000e+00
2.09950e-01 0.00000e+00
2.93929e-01 0.00000e+00
3.77909e-01 0.00000e+00
4.61889e-01 0.00000e+00
5.45869e-01 0.00000e+00
6.29849e-01 0.00000e+00
7.13828e-01 0.00000e+00
7.97808e-01 0.00000e+00
8.81788e-01 9.82860e-04
9.65768e-01 5.00258e-01
1.04975e+00 2.57621e+00
1.13373e+00 2.59390e+00
1.21771e+00 1.64977e+00
1.30169e+00 1.04879e+00
1.38567e+00 7.45190e-01
1.46965e+00 6.05550e-01
1.55363e+00 5.79976e-01
1.63761e+00 6.25613e-01
1.72159e+00 7.46034e-01
1.80557e+00 9.27496e-01
1.88955e+00 1.09554e+00
1.97353e+00 1.22442e+00
2.05751e+00 1.27884e+00
2.14149e+00 1.24924e+00
2.22546e+00 1.13135e+00
2.30944e+00 9.91482e-01
2.39342e+00 8.81560e-01
2.47740e+00 8.32216e-01
2.56138e+00 8.37072e-01
2.64536e+00 8.86763e-01
2.72934e+00 9.65944e-01
2.81332e+00 1.04077e+00
2.89730e+00 1.09621e+00
2.98128e+00 1.11059e+00
3.06526e+00 1.08801e+00
3.14924e+00 1.05053e+00
3.23322e+00 1.00595e+00
3.31720e+00 9.64942e-01
3.40118e+00 9.41276e-01
3.48516e+00 9.34744e-01
3.56914e+00 9.47965e-01
3.65312e+00 9.79328e-01
3.73710e+00 1.01146e+00
3.82108e+00 1.03819e+00
3.90506e+00 1.05037e+00
3.98904e+00 1.04188e+00
4.07302e+00 1.02620e+00
4.15700e+00 1.00618e+00
