3.09384e-02 0.00000e+00 0.00000e+00 0.00000e+00
9.28153e-02 0.00000e+00 0.00000e+00 0.00000e+00
1.54692e-01 0.00000e+00 0.00000e+00 0.00000e+00
2.16569e-01 0.00000e+00 0.00000e+00 0.00000e+00
2.78446e-01 0.00000e+00 0.00000e+00 0.00000e+00
3.40323e-01 0.00000e+00 0.00000e+00 0.00000e+00
4.02200e-01 0.00000e+00 0.00000e+00 0.00000e+00
4.64076e-01 0.00000e+00 0.00000e+00 0.00000e+00
5.25953e-01 0.00000e+00 0.00000e+00 0.00000e+00
5.87830e-01 0.00000e+00 0.00000e+00 0.00000e+00
6.49707e-01 0.00000e+00 0.00000e+00 0.00000e+00
7.11584e-01 0.00000e+00 0.00000e+00 0.00000e+00
7.73461e-01 0.00000e+00 0.00000e+00 0.00000e+00
8.35338e-01 0.00000e+00 0.00000e+00 0.00000e+00
8.97214e-01 4.58594e-03 6.87891e-03 0.00000e+00
9.59091e-01 6.80287e-01 7.54536e-01 5.99314e-02
1.02097e+00 3.84295e+00 3.89962e+00 3.72563e-01
1.08284e+00 5.41432e+00 5.41905e+00 6.06832e-01
1.14472e+00 4.24995e+00 4.24338e+00 5.79513e-01
1.20660e+00 2.90852e+00 2.93050e+00 4.89182e-01
1.26848e+00 1.93221e+00 1.91615e+00 4.34300e-01
1.33035e+00 1.40027e+00 1.36932e+00 3.80560e-01
1.39223e+00 1.08205e+00 1.03887e+00 3.47019e-01
1.45411e+00 8.91810e-01 8.79586e-01 3.35983e-01
1.51598e+00 8.56121e-01 8.66832e-01 3.27810e-01
1.57786e+00 8.51358e-01 8.59515e-01 3.39438e-01
1.63974e+00 9.31614e-01 9.50842e-01 3.61668e-01
1.70161e+00 1.09360e+00 1.09530e+00 3.81298e-01
1.76349e+00 1.28359e+00 1.29764e+00 4.45921e-01
1.82537e+00 1.49618e+00 1.52961e+00 4.87888e-01
1.88724e+00 1.70226e+00 1.67012e+00 5.67193e-01
1.94912e+00 1.74398e+00 1.76779e+00 6.30552e-01
2.01100e+00 1.80466e+00 1.83692e+00 6.94275e-01
2.07287e+00 1.79322e+00 1.79451e+00 7.56470e-01
2.13475e+00 1.69685e+00 1.70820e+00 7.69613e-01
2.19663e+00 1.55554e+00 1.54559e+00 7.52945e-01
2.25851e+00 1.36614e+00 1.35576e+00 7.50541e-01
2.32038e+00 1.19995e+00 1.17263e+00 7.35210e-01
2.38226e+00 1.07465e+00 1.07943e+00 7.14372e-01
2.44414e+00 9.92909e-01 9.86418e-01 7.14871e-01
2.50601e+00 9.61635e-01 9.52031e-01 7.09211e-01
2.56789e+00 9.70269e-01 9.87910e-01 7.31953e-01
2.62977e+00 1.00365e+00 1.02963e+00 7.77609e-01
2.69164e+00 1.09507e+00 1.09609e+00 8.05769e-01
2.75352e+00 1.14918e+00 1.15048e+00 8.61864e-01
2.81540e+00 1.20149e+00 1.19411e+00 9.19529e-01
2.87727e+00 1.20620e+00 1.20724e+00 9.50182e-01
2.93915e+00 1.19514e+00 1.20312e+00 9.93513e-01
3.00103e+00 1.14322e+00 1.15183e+00 1.02864e+00
3.06290e+00 1.10445e+00 1.10662e+00 1.05067e+00
