#
350
0.005
3.495
1.115000 120.634 27.701579757 57.8181 12.8764
1.125000 113.949 26.311986105 54.5384 12.2474
1.135000 107.643 25.137727257 51.4486 11.6488
1.145000 101.694 23.868490005 48.5376 11.079
1.155000 96.0804 22.808934657 45.7947 10.5368
1.165000 90.7834 21.649032765 43.21 10.0207
1.175000 85.7846 20.693681437 40.774 9.5296
1.185000 81.0668 19.633094665 38.4782 9.06216
1.195000 76.6137 18.772398277 36.3141 8.61729
1.205000 72.4101 17.802027235 34.274 8.1939
1.215000 68.4417 17.027314867 32.3507 7.79095
1.225000 64.695 16.138893925 30.5373 7.40746
1.235 54.98549 15.442287367 28.8275 7.04248
1.245 54.98549 14.780752322 27.2151 6.69513
1.255 54.98549 14.073148666 25.6945 6.36455
1.265 51.98796 13.400616523 24.2603 6.04994
1.275 49.15708 12.757853278 22.9075 5.75052
1.285 46.48288 12.147110983 21.6315 5.46556
1.295 43.95658 11.563243262 20.75612 5.26008
1.305 41.57009 11.008635561 19.60206 4.99881
1.315 39.31514 10.478263913 18.5132 4.75016
1.325 37.18437 9.974647379 17.4858 4.51353
1.335 35.17128 9.492878108 16.48355 4.28832
1.345 33.26909 9.035574203 15.64087 4.07399
1.355 31.47136 8.597939587 15.02532 3.87002
1.365 29.58708 8.182700347 14.40849 3.68035
1.375 28.35264 7.790212303 13.7907 3.48131
1.385 27.57066 7.403002747 13.2451 3.28571
1.395 26.532 7.026505021 12.59643 3.11075
1.405 25.56332 6.662759947 11.79137 2.93805
1.415 25.05427 6.308175729 11.04719 2.77923
1.425 23.44311 5.953724106 10.3972 2.62688
1.435 21.05994 5.640047094 9.76384 2.48497
1.445 19.49057 5.349303828 9.15751 2.34973
1.455 17.86298 5.076769621 8.47844 2.21877
1.465 15.95428 4.82949111 7.6952 2.09857
1.475 14.73649 4.609309217 6.9526 1.98544
1.485 14.04609 4.394764655 6.23744 1.89414
1.495 12.86516 4.192140344 5.59718 1.81494
1.505 11.98863 4.010096371 5.12041 1.72975
1.515 11.34837 3.831282581 4.80001 1.66277
1.525 10.70359 3.66624076 4.4877 1.58546
1.535 10.16328 3.504823086 4.18558 1.52413
1.545 9.79288 3.354228064 3.88322 1.4584
1.555 9.28687 3.202223094 3.64277 1.40249
1.565 8.77027 3.065406407 3.45074 1.34816
1.575 8.3736 2.927713643 3.22202 1.30075
1.585 7.91513 2.801638007 3.05671 1.24284
1.595 7.51928 2.676804022 2.97248 1.19999
1.605 7.22426 2.561772975 2.82194 1.15374
1.615 6.91364 2.444905276 2.64472 1.11274
1.625 6.53585 2.338462403 2.54068 1.06236
1.635 6.21485 2.232490151 2.45736 1.02854
1.645 5.88987 2.135236808 2.31955 0.98739
1.655 5.53418 2.038713428 2.20301 0.95376
1.665 5.26665 1.95205545 2.14861 0.91121
1.675 5.10487 1.863333983 2.07077 0.88249
1.685 4.95456 1.781042305 1.97434 0.84394
1.695 4.84402 1.696365311 1.88662 0.8144
1.705 4.72274 1.616830027 1.80406 0.78009
1.715 4.53272 1.535319877 1.71181 0.75236
1.725 4.28367 1.461357731 1.6921 0.72173
1.735 4.04785 1.387533262 1.64721 0.69732
1.745 3.74078 1.320897336 1.60138 0.66762
1.755 3.56137 1.25698004 1.59608 0.63503
1.765 3.42104 1.195893249 1.56569 0.61164
1.775 3.29801 1.136217328 1.46806 0.58305
1.785 3.23939 1.078813894 1.41769 0.55595
1.795 3.14441 1.020571105 1.37394 0.53281
1.805 2.96602 0.965929575 1.29359 0.50939
1.815 2.89811 0.913497783 1.23893 0.48433
1.825 2.77137 0.860728182 1.18404 0.46388
1.835 2.5604 0.812342778 1.12109 0.44173
1.845 2.53134 0.766761502 1.07518 0.42226
1.855 2.47428 0.718936332 1.00971 0.404
1.865 2.29077 0.674965714 0.9495 0.38411
1.875 2.23532 0.633490611 0.93487 0.3658
1.885 2.16899 0.591141214 0.89772 0.35263
1.895 1.96744 0.551719688 0.84462 0.3344
1.905 1.81989 0.516575238 0.86552 0.31665
1.915 1.73576 0.482381879 0.86668 0.3023
1.925 1.60756 0.45009563 0.82205 0.28759
1.935 1.54466 0.420490819 0.81111 0.26595
1.945 1.54675 0.390317288 0.78055 0.25513
1.955 1.55985 0.360322244 0.73147 0.2377
1.965 1.56303 0.329327153 0.70117 0.22433
1.975 1.5053 0.298895165 0.67506 0.21389
1.985 1.40385 0.269867803 0.64906 0.19672
1.995 1.31734 0.24316232 0.65753 0.18661
2.005 1.209 0.217305937 0.65063 0.17296
2.015 1.05701 0.19468142 0.60901 0.16023
2.025 0.98962 0.174708434 0.6122 0.14684
2.035 0.99705 0.15460181 0.60867 0.13332
2.045 0.92333 0.134128499 0.58734 0.12734
2.055 0.86467 0.116837613 0.57834 0.10831
2.065 0.8658 0.098590562 0.57031 0.10102
2.075 0.85966 0.081080073 0.55386 0.08595
2.085 0.78851 0.062914672 0.52812 0.07532
2.095 0.71934 0.048199206 0.50246 0.06764
2.105 0.72221 0.032774326 0.44974 0.05315
2.115 0.71862 0.017794165 0.42477 0.04611
2.125 0.64401 0.0023767 0.38778 0.03567
2.135 0.54109 -0.00957626 0.34943 0.03099
2.145 0.59572 -0.020727843 0.34039 0.02226
2.155 0.50381 -0.035132648 0.31893 0.01622
2.165 0.36637 -0.042442054 0.29386 0.00847
2.175 0.32216 -0.050996469 0.27154 2.82582E-4
2.185 0.30001 -0.056456014 0.25347 -0.00233
2.195 0.20519 -0.064106906 0.20846 -0.00797
2.205 0.18999 -0.065463855 0.17722 -0.01255
2.215 0.21752 -0.072485465 0.18008 -0.01808
2.225 0.18345 -0.075099991 0.17174 -0.01888
2.235 0.19687 -0.08064899 0.15159 -0.02219
2.245 0.17633 -0.08390008 0.13422 -0.02796
2.255 0.15079 -0.088566207 0.11333 -0.03076
2.265 0.09175 -0.090700709 0.09819 -0.03376
2.275 0.0745 -0.092722482 0.086 -0.03331
2.285 0.08391 -0.094090459 0.08927 -0.03321
2.295 0.09179 -0.096557169 0.08233 -0.03913
2.305 0.0949 -0.09830362 0.08646 -0.03917
2.315 0.14343 -0.100932059 0.08232 -0.04582
2.325 0.157 -0.104944429 0.0405 -0.04017
2.335 0.08968 -0.108232559 0.01323 -0.04621
2.345 0.04532 -0.109132485 0.02393 -0.04515
2.355 0.0327 -0.110358067 0.00826 -0.0425
2.365 -0.01832 -0.110672655 -0.00767 -0.0455
2.375 -0.01225 -0.109491531 0.01066 -0.04604
2.385 0.05597 -0.11009078 -0.00641 -0.04224
2.395 0.08074 -0.1121613 -0.03046 -0.04733
2.405 0.08214 -0.113958226 -0.01394 -0.04284
2.415 0.12261 -0.116112234 0.01573 -0.04365
2.425 0.11487 -0.119880289 0.0311 -0.04065
2.435 0.08424 -0.121683429 0.06974 -0.04426
2.445 0.11562 -0.123982777 0.08308 -0.04919
2.455 0.12406 -0.127337247 0.09594 -0.04863
2.465 0.13122 -0.130074123 0.1044 -0.05491
2.475 0.09019 -0.133806393 0.0671 -0.04969
2.485 0.0542 -0.134538528 0.04096 -0.05872
2.495 0.00114 -0.136500133 0.06046 -0.06051
2.505 -0.05396 -0.134595414 0.05521 -0.05387
2.515 -0.10162 -0.133796737 0.0223 -0.0598
2.525 -0.05257 -0.129483928 0.02729 -0.05986
2.535 -0.01021 -0.131141952 0.03219 -0.06236
2.545 0.00399 -0.128966281 0.01007 -0.06255
2.555 0.0849 -0.131345043 0.01259 -0.05868
2.565 0.13214 -0.133304671 0.01036 -0.06308
2.575 0.09939 -0.138123825 0.01625 -0.05911
2.585 0.08055 -0.138423256 0.05839 -0.06634
2.595 0.09292 -0.14228826 0.05417 -0.06128
2.605 0.02836 -0.143245804 0.02584 -0.06412
2.615 0.0127 -0.143765816 0.04108 -0.0728
2.625 0.03536 -0.143910014 0.0551 -0.06345
2.635 0.03661 -0.145622216 0.01212 -0.06868
2.645 0.00945 -0.145839361 0.00719 -0.06969
2.655 0.03843 -0.146122121 0.036 -0.07013
2.665 -0.01071 -0.147879994 -0.00478 -0.07001
2.675 -0.036 -0.145551278 -0.03518 -0.06814
2.685 -0.03528 -0.145953994 -0.03028 -0.07353
2.695 -0.05058 -0.143656742 -0.02297 -0.06354
2.705 -0.04407 -0.143227732 -0.01102 -0.06681
2.715 -0.00614 -0.141272555 0.0238 -0.0652
2.725 0.01812 -0.14289433 0.04748 -0.06676
2.735 0.01701 -0.142260095 0.04785 -0.07203
