0	10000	0	0
0.01	9999	0.00020322074444444445	6.685689693305473e-7
0.02	9998	0.0008089099537037035	2.6662682251931646e-6
0.03	9997	0.0018054273240740745	5.969231905737997e-6
0.04	9996	0.0031742427129629646	0.000010539556219014944
0.05	9995	0.004891090925925924	0.000016328160254439994
0.06	9994	0.006927340740740754	0.000023278133266585782
0.07	9993	0.009251411666666664	0.00003132813673326568
0.08	9992	0.011830156666666671	0.00004041497920109881
0.09	9991	0.014630061018518528	0.0000504764373883875
0.1	9990	0.0176182937037037	0.00006145234499697918
0.11	9989	0.02076352037037036	0.00007328606880483897
0.12	9988	0.024036534259259255	0.00008592471107531161
0.13	9987	0.027410684351851844	0.00009931892082619619
0.14	9986	0.030862136111111105	0.0001134236213099256
0.15	9985	0.034370001574074084	0.00012819564975065836
0.16	9984	0.037916338888888915	0.0001435964366094957
0.17	9983	0.041486017592592586	0.000159587158257256
0.18	9982	0.0450666712962963	0.00017613326278597248
0.19	9981	0.048648312962962986	0.00019320142135907295
0.2	9980	0.052223233333333265	0.0002107591610290958
0.21	9979	0.05578568333333339	0.00022877742407995995
0.22	9978	0.05933158888888883	0.00024722607023786817
0.23	9977	0.06285832685185189	0.00026607815291824816
0.24	9976	0.06636442407407414	0.00028530768845380877
0.25	9975	0.06984931203703704	0.00030488905557523986
0.26	9974	0.07331321574074073	0.00032479920188512447
0.27	9973	0.07675677037037035	0.0003450181312830308
0.28	9972	0.08018107037037042	0.0003655228127787038
0.29	9971	0.08358734537037041	0.0003862983623729661
0.3	9970	0.0869770129629629	0.0004073271285096736
0.31	9969	0.09035144444444453	0.00042859553456668956
0.32	9968	0.09371199444444449	0.00045009034958137247
0.33	9967	0.09705984259259264	0.0004718019669377277
0.34	9966	0.10039607407407411	0.0004937231247003473
0.35	9965	0.10372159537037039	0.0005158466147357055
0.36	9964	0.10703716666666668	0.0005381680423843702
0.37	9963	0.11034333611111116	0.0005606863093668711
0.38	9962	0.1136405703703704	0.000583399040890808
0.39	9961	0.11692912870370373	0.0006063059656368976
0.4	9960	0.12020924814814812	0.000629409492066953
0.41	9959	0.12348098148148148	0.0006527090604067517
0.42	9958	0.12674440000000012	0.0006762070406234954
0.43	9957	0.12999945648148156	0.0006999070174084452
0.44	9956	0.13324610370370374	0.0007238102122337486
0.45	9955	0.1364842990740741	0.0007479204107333063
0.46	9954	0.1397139879629629	0.0007722399218016188
0.47	9953	0.14293511111111112	0.0007967736667587661
0.48	9952	0.1461476805555556	0.0008215224200170538
0.49	9951	0.14935173425925918	0.0008464904850135153
0.5	9950	0.1525473250000001	0.0008716796689517329
0.51	9949	0.15573458333333318	0.0008970921563639959
0.52	9948	0.1589136814814816	0.0009227286197655945
0.53	9947	0.16208485185185192	0.0009485899036549883
0.54	9946	0.16524836203703713	0.0009746746758910725
0.55	9945	0.168404552777778	0.0010009818049915417
0.56	9944	0.17155377870370367	0.0010275079628314062
0.57	9943	0.17469645833333328	0.0010542494452562647
0.58	9942	0.17783301944444455	0.0010812013788395
0.59	9941	0.180963912962963	0.0011083587856483737
0.6	9940	0.1840896083333335	0.001135714885831611
0.61	9939	0.18721059814814828	0.0011632634638672895
0.62	9938	0.19032734074074067	0.0011909982307288073
0.63	9937	0.19344034074074057	0.0012189137821101686
0.64	9936	0.1965500314814813	0.0012470039806428699
0.65	9935	0.19965680833333327	0.0012752646345158094
0.66	9934	0.2027611203703703	0.0013036918353994428
0.67	9933	0.20586327037037044	0.0013322849433766632
0.68	9932	0.2089636018518518	0.001361041741350422
0.69	9931	0.21206238240740727	0.0013899630267345396
0.7	9930	0.21515985462962953	0.0014190519805378117
0.71	9929	0.21825618703703706	0.0014483093270368588
0.72	9928	0.22135154722222217	0.0014777373506310572
0.73	9927	0.2244460740740739	0.0015073411530350561
0.74	9926	0.22753987037037027	0.0015371260475800608
0.75	9925	0.23063296851851828	0.0015670942654805748
