# Iteration Pressure Kinetic Potential Temperature Total
1153 -0.31316118 1.0333626 -4.7049613 0.6889084 -3.6715986
1154 -0.27827993 1.030021 -4.7016178 0.68668067 -3.6715969
1155 -0.25309729 1.0306368 -4.7022344 0.6870912 -3.6715977
1156 -0.23556199 1.0345867 -4.7061869 0.68972447 -3.6716003
1157 -0.21404337 1.0376331 -4.709238 0.6917554 -3.6716049
1158 -0.17187503 1.0329369 -4.7045471 0.6886246 -3.6716102
1159 -0.089028251 1.0148433 -4.6864541 0.6765622 -3.6716107
1160 0.028230846 0.98417398 -4.6557794 0.65611599 -3.6716053
1161 0.14898819 0.95090676 -4.6225028 0.63393784 -3.671596
1162 0.22189252 0.93018407 -4.6017723 0.62012271 -3.6715882
1163 0.21833296 0.93188093 -4.6034721 0.62125395 -3.6715913
1164 0.14885683 0.95261426 -4.6242147 0.63507617 -3.6716005
1165 0.050068222 0.97913981 -4.6507494 0.65275987 -3.6716096
1166 -0.034006182 0.99810824 -4.6697214 0.66540549 -3.6716132
1167 -0.078458325 1.0028386 -4.674451 0.66855907 -3.6716124
1168 -0.089207897 0.99509102 -4.6666976 0.66339401 -3.6716066
1169 -0.087959373 0.98297157 -4.6545716 0.65531438 -3.6716
1170 -0.10366503 0.97598269 -4.6475798 0.65065513 -3.6715971
1171 -0.15505718 0.9790238 -4.6506221 0.65268253 -3.6715983
1172 -0.23257071 0.99015833 -4.6617588 0.66010555 -3.6716005
1173 -0.3209861 1.0054314 -4.6770329 0.6702876 -3.6716015
1174 -0.41047881 1.0208614 -4.6924644 0.68057427 -3.6716029
1175 -0.48574686 1.0321717 -4.7037738 0.68811447 -3.671602
1176 -0.54277836 1.0377457 -4.7093441 0.69183047 -3.6715983
1177 -0.58759212 1.0397433 -4.7113369 0.6931622 -3.6715935
1178 -0.62789388 1.0417689 -4.7133621 0.6945126 -3.6715932
1179 -0.66724859 1.0447087 -4.7163038 0.69647247 -3.6715951
1180 -0.69354739 1.0452253 -4.7168226 0.69681687 -3.6715973
1181 -0.70477588 1.0406257 -4.7122227 0.69375047 -3.6715969
1182 -0.70043568 1.0327921 -4.7043851 0.68852807 -3.671593
1183 -0.69553607 1.026369 -4.6979593 0.684246 -3.6715903
1184 -0.70775085 1.0262881 -4.6978763 0.68419207 -3.6715881
1185 -0.74971632 1.0360994 -4.7076888 0.69073293 -3.6715894
1186 -0.81488993 1.0546998 -4.7262939 0.7031332 -3.6715941
1187 -0.88429411 1.0753799 -4.7469799 0.71691993 -3.6716001
1188 -0.9270662 1.0892686 -4.7608736 0.72617907 -3.6716049
1189 -0.92092945 1.0889264 -4.7605357 0.72595093 -3.6716094
1190 -0.8576497 1.0711767 -4.742784 0.7141178 -3.6716073
1191 -0.74926868 1.0395669 -4.7111692 0.6930446 -3.6716022
1192 -0.6305256 1.0050531 -4.6766469 0.6700354 -3.6715937
1193 -0.54194525 0.9814712 -4.6530609 0.65431413 -3.6715897
1194 -0.50895827 0.97570046 -4.6472941 0.65046697 -3.6715935
1195 -0.51656596 0.98260611 -4.6542059 0.65507074 -3.6715998
1196 -0.53540881 0.99219519 -4.6637977 0.66146346 -3.6716025
1197 -0.54789586 0.99852889 -4.6701304 0.66568593 -3.6716015
1198 -0.5527258 1.0009031 -4.6725024 0.66726873 -3.6715994
1199 -0.54913888 1.0007746 -4.6723719 0.66718307 -3.6715973
1200 -0.54544926 0.99990204 -4.6714988 0.66660136 -3.6715968
1201 -0.54976335 1.0003927 -4.671987 0.66692847 -3.6715944
1202 -0.56347582 1.0044729 -4.6760672 0.6696486 -3.6715944
1203 -0.58991283 1.0123419 -4.6839367 0.6748946 -3.6715948
1204 -0.62513808 1.0217202 -4.6933157 0.6811468 -3.6715956
1205 -0.66049092 1.0313393 -4.7029318 0.68755953 -3.6715924
1206 -0.69972143 1.0423029 -4.7138967 0.6948686 -3.6715938
1207 -0.74474498 1.054117 -4.7257113 0.70274467 -3.6715943
1208 -0.78051169 1.0639181 -4.7355135 0.70927873 -3.6715953
1209 -0.80547491 1.0702833 -4.7418778 0.7135222 -3.6715944
1210 -0.81937838 1.0739382 -4.7455336 0.7159588 -3.6715954
1211 -0.82302131 1.0751656 -4.7467613 0.71677707 -3.6715957
1212 -0.80686466 1.0720593 -4.7436562 0.7147062 -3.6715969
1213 -0.7670453 1.0618214 -4.7334207 0.70788093 -3.6715994
1214 -0.69954882 1.043798 -4.7153975 0.69586533 -3.6715995
1215 -0.61473789 1.0205737 -4.6921696 0.68038247 -3.6715958
1216 -0.5273826 0.99694972 -4.6685415 0.66463315 -3.6715918
1217 -0.45705906 0.97772944 -4.6493219 0.65181963 -3.6715925
1218 -0.41439669 0.96617528 -4.6377667 0.64411685 -3.6715914
1219 -0.40935301 0.9640963 -4.6356873 0.64273087 -3.671591
1220 -0.43858638 0.97155676 -4.6431481 0.64770451 -3.6715913
1221 -0.49200213 0.9852888 -4.6568831 0.6568592 -3.6715943
1222 -0.55417408 1.0004754 -4.6720719 0.6669836 -3.6715966
1223 -0.61924493 1.01493 -4.6865248 0.67662 -3.6715948
1224 -0.68464702 1.0285552 -4.7001497 0.68570347 -3.6715945
1225 -0.74567324 1.0411634 -4.7127572 0.69410893 -3.6715938
1226 -0.80464018 1.0533934 -4.7249834 0.70226227 -3.67159
1227 -0.85967613 1.0659179 -4.7375079 0.71061193 -3.6715899
1228 -0.90665121 1.0775427 -4.7491336 0.7183618 -3.671591
1229 -0.93288173 1.0854241 -4.7570165 0.72361607 -3.6715924
1230 -0.93149694 1.0859088 -4.7575029 0.7239392 -3.6715941
1231 -0.89048063 1.0760642 -4.7476583 0.71737613 -3.6715942
1232 -0.81525241 1.0567859 -4.7283776 0.70452393 -3.6715917
1233 -0.72526855 1.0337584 -4.7053445 0.68917227 -3.6715861
1234 -0.6434433 1.0141127 -4.6856982 0.67607513 -3.6715855
1235 -0.5857102 1.0013806 -4.6729672 0.66758707 -3.6715867
1236 -0.54906799 0.99462454 -4.6662131 0.66308303 -3.6715886
1237 -0.52910829 0.99197278 -4.663562 0.66131519 -3.6715893
1238 -0.52821643 0.99317296 -4.6647612 0.66211531 -3.6715882
1239 -0.55003626 0.99970491 -4.6712931 0.66646994 -3.6715882
1240 -0.59594491 1.0117364 -4.6833272 0.67449093 -3.6715908
1241 -0.65362978 1.025883 -4.6974741 0.683922 -3.6715912
1242 -0.70900521 1.0382212 -4.7098102 0.69214747 -3.671589
1243 -0.7550579 1.0477974 -4.7193861 0.6985316 -3.6715887
1244 -0.78598643 1.0548934 -4.7264823 0.70326227 -3.6715889
1245 -0.79704074 1.0574869 -4.7290782 0.70499127 -3.6715913
1246 -0.77339751 1.0514833 -4.7230774 0.70098887 -3.6715941
1247 -0.70633687 1.0343516 -4.7059447 0.68956773 -3.6715932
1248 -0.60236343 1.0075808 -4.6791723 0.67172053 -3.6715915
1249 -0.47859831 0.97562139 -4.6472113 0.65041426 -3.6715899
1250 -0.34740513 0.94292528 -4.6145146 0.62861685 -3.6715893
1251 -0.22106548 0.91156393 -4.5831536 0.60770929 -3.6715896
1252 -0.10325141 0.88212156 -4.5537094 0.58808104 -3.6715879
1253 -0.010493785 0.85821262 -4.5297953 0.57214175 -3.6715827
1254 0.029036784 0.84882503 -4.5204018 0.56588335 -3.6715768
1255 -0.016658722 0.86275883 -4.5343362 0.57517255 -3.6715774
1256 -0.14280715 0.89986249 -4.5714456 0.59990833 -3.6715831
1257 -0.31501377 0.94971065 -4.6213016 0.63314043 -3.6715909
1258 -0.48856933 0.99857491 -4.6701733 0.66571661 -3.6715984
1259 -0.62674888 1.0363382 -4.7079381 0.69089213 -3.6715998
1260 -0.71087263 1.0588617 -4.7304598 0.7059078 -3.6715981
1261 -0.74476074 1.0668146 -4.7384128 0.71120973 -3.6715981
1262 -0.73163567 1.0628767 -4.7344738 0.70858447 -3.6715971
1263 -0.68120252 1.0486509 -4.7202503 0.6991006 -3.6715994
1264 -0.59852917 1.0254897 -4.697086 0.6836598 -3.6715963
1265 -0.50972778 1.0005658 -4.6721545 0.66704387 -3.6715887
1266 -0.44948827 0.98598824 -4.6575779 0.65732549 -3.6715896
1267 -0.41966893 0.981725 -4.6533228 0.65448333 -3.6715978
1268 -0.38931076 0.97655537 -4.6481551 0.65103691 -3.6715997
1269 -0.35166051 0.96756204 -4.6391557 0.64504136 -3.6715937
1270 -0.32521643 0.96195241 -4.6335415 0.64130161 -3.6715891
1271 -0.3306848 0.96580833 -4.6373955 0.64387222 -3.671587
1272 -0.36609666 0.97887481 -4.6504645 0.65258321 -3.6715897
1273 -0.41478547 0.99626676 -4.6678602 0.66417784 -3.6715933
1274 -0.45642429 1.0119265 -4.6835215 0.67461767 -3.671595
1275 -0.48273414 1.021912 -4.6935073 0.68127467 -3.6715954
1276 -0.48732423 1.0259672 -4.6975594 0.68397813 -3.6715922
1277 -0.4879921 1.0288879 -4.7004746 0.68592527 -3.6715868
1278 -0.50733818 1.0382859 -4.7098725 0.6921906 -3.6715866
1279 -0.54123648 1.0552439 -4.7268366 0.70349593 -3.6715927
1280 -0.56953638 1.0707768 -4.7423739 0.7138512 -3.6715971
1281 -0.55984423 1.0752234 -4.7468211 0.7168156 -3.6715978
1282 -0.50451456 1.0654903 -4.7370853 0.71032687 -3.671595
1283 -0.41371806 1.0444119 -4.7160016 0.6962746 -3.6715897
1284 -0.31099659 1.0192369 -4.6908204 0.67949127 -3.6715835
1285 -0.22918371 0.99968833 -4.6712648 0.66645889 -3.6715766
1286 -0.19595817 0.99420019 -4.6657761 0.66280013 -3.6715759
1287 -0.21839625 1.0044568 -4.6760391 0.66963787 -3.6715823
1288 -0.27492048 1.0237973 -4.6953862 0.68253153 -3.6715889
1289 -0.33771082 1.0432354 -4.7148268 0.69549027 -3.6715913
1290 -0.38785848 1.0575255 -4.729115 0.705017 -3.6715895
1291 -0.42390245 1.066107 -4.7376966 0.710738 -3.6715896
1292 -0.44581757 1.0701933 -4.741783 0.7134622 -3.6715896
1293 -0.4511968 1.0695066 -4.741098 0.7130044 -3.6715914
1294 -0.43680333 1.0623366 -4.7339281 0.7082244 -3.6715914
1295 -0.40341178 1.0492821 -4.7208705 0.6995214 -3.6715884
1296 -0.37116961 1.0353969 -4.7069822 0.6902646 -3.6715853
1297 -0.36092619 1.0279019 -4.6994832 0.68526793 -3.6715815
1298 -0.39099265 1.0318778 -4.7034595 0.68791853 -3.6715818
1299 -0.46038426 1.0469834 -4.718568 0.69798893 -3.6715845
1300 -0.54664554 1.0672432 -4.7388335 0.71149547 -3.6715903
1301 -0.62644413 1.0851709 -4.756762 0.72344727 -3.6715911
1302 -0.68751372 1.097243 -4.7688326 0.73149533 -3.6715895
1303 -0.7288144 1.1045255 -4.776115 0.73635033 -3.6715894
1304 -0.75172938 1.1078103 -4.7794017 0.7385402 -3.6715915
1305 -0.75183615 1.1050704 -4.7766612 0.7367136 -3.6715908
1306 -0.72353321 1.0944798 -4.7660693 0.7296532 -3.6715894
1307 -0.67249257 1.0773384 -4.7489254 0.7182256 -3.6715869
1308 -0.61187094 1.0577024 -4.7292868 0.70513493 -3.6715844
1309 -0.55632658 1.0398121 -4.7113956 0.69320807 -3.6715834
1310 -0.51201493 1.0264324 -4.6980163 0.68428827 -3.6715839
1311 -0.48686817 1.0178097 -4.6893968 0.6785398 -3.671587
1312 -0.46252545 1.0104975 -4.6820858 0.673665 -3.6715883
1313 -0.43387831 1.001495 -4.6730822 0.66766333 -3.6715873
1314 -0.40235165 0.99310981 -4.6646939 0.66207321 -3.6715841
1315 -0.38482829 0.98996148 -4.6615453 0.65997432 -3.6715838
1316 -0.38625815 0.99349389 -4.665081 0.66232926 -3.671587
1317 -0.39810745 1.001277 -4.6728678 0.667518 -3.6715907
1318 -0.40886582 1.0087335 -4.6803272 0.672489 -3.6715937
1319 -0.40655399 1.0123041 -4.6838966 0.6748694 -3.6715926
1320 -0.40134629 1.0125845 -4.6841719 0.67505633 -3.6715873
1321 -0.40670074 1.0153869 -4.6869693 0.6769246 -3.6715824
1322 -0.44636227 1.0283119 -4.6998932 0.68554127 -3.6715813
1323 -0.52510132 1.0530982 -4.7246867 0.70206547 -3.6715884
1324 -0.60840859 1.0804669 -4.7520632 0.72031127 -3.6715963
1325 -0.65808982 1.0967419 -4.7683432 0.73116127 -3.6716013
1326 -0.65179948 1.0950627 -4.7666622 0.7300418 -3.6715995
1327 -0.59854153 1.0785421 -4.7501349 0.71902807 -3.6715928
1328 -0.52780112 1.0562305 -4.7278177 0.70415367 -3.6715871
1329 -0.46634442 1.036501 -4.7080876 0.69100067 -3.6715866
1330 -0.42330836 1.0222505 -4.6938384 0.68150033 -3.671588
1331 -0.39697869 1.0126382 -4.6842277 0.67509213 -3.6715894
1332 -0.38809483 1.0080446 -4.6796316 0.67202973 -3.6715869
1333 -0.40433475 1.0115176 -4.6831022 0.67434507 -3.6715846
1334 -0.45148123 1.0250731 -4.6966611 0.68338207 -3.6715881
1335 -0.51813154 1.04516 -4.7167535 0.69677333 -3.6715936
1336 -0.57474648 1.0633045 -4.734902 0.70886967 -3.6715974
1337 -0.59786582 1.0713062 -4.7429068 0.71420413 -3.6716006
1338 -0.57625797 1.0653458 -4.7369455 0.71023053 -3.6715996
1339 -0.51650236 1.0472831 -4.7188779 0.69818873 -3.6715947
1340 -0.43756687 1.023395 -4.6949867 0.68226333 -3.6715916
1341 -0.36926108 1.0015409 -4.6731281 0.66769393 -3.6715872
1342 -0.32942898 0.98843694 -4.6600214 0.65895796 -3.6715844
1343 -0.3343285 0.98807204 -4.6596564 0.65871469 -3.6715844
1344 -0.3821974 1.000823 -4.6724092 0.66721533 -3.6715861
1345 -0.46201923 1.0223485 -4.6939393 0.68156567 -3.6715907
1346 -0.54553818 1.0454013 -4.7169942 0.6969342 -3.6715929
1347 -0.61290955 1.0633363 -4.7349306 0.70889087 -3.6715944
1348 -0.65153764 1.0725351 -4.7441292 0.7150234 -3.6715942
1349 -0.65848236 1.0727957 -4.7443867 0.71519713 -3.6715909
1350 -0.64546751 1.066869 -4.7384558 0.711246 -3.6715869
1351 -0.62092732 1.058671 -4.7302581 0.70578067 -3.671587
1352 -0.59777823 1.0508217 -4.722409 0.7005478 -3.6715874
1353 -0.57576286 1.043709 -4.715297 0.695806 -3.6715881
1354 -0.55730407 1.0374896 -4.7090782 0.69165973 -3.6715887
1355 -0.546346 1.0341895 -4.7057772 0.68945967 -3.6715876
1356 -0.5476275 1.0350213 -4.7066133 0.6900142 -3.671592
1357 -0.54652274 1.0355702 -4.7071644 0.69038013 -3.6715943
1358 -0.53008686 1.0309922 -4.7025854 0.68732813 -3.6715931
1359 -0.50195961 1.0229115 -4.6944995 0.681941 -3.6715881
1360 -0.47580009 1.0160034 -4.6875887 0.6773356 -3.6715853
1361 -0.46217316 1.0120818 -4.6836674 0.6747212 -3.6715856
1362 -0.45543865 1.0103409 -4.6819267 0.6735606 -3.6715858
1363 -0.46077387 1.0112838 -4.6828684 0.6741892 -3.6715846
1364 -0.48039743 1.0165333 -4.6881166 0.67768887 -3.6715832
1365 -0.51617696 1.0263918 -4.6979759 0.6842612 -3.6715843
1366 -0.56513908 1.0398708 -4.7114566 0.6932472 -3.6715857
1367 -0.61732244 1.0544609 -4.7260496 0.70297393 -3.6715887
1368 -0.65168919 1.0643544 -4.7359484 0.7095696 -3.6715941
1369 -0.6461772 1.0624931 -4.7340892 0.70832873 -3.6715962
1370 -0.59859003 1.0465615 -4.7181547 0.69770767 -3.6715933
1371 -0.52141726 1.0212114 -4.6927995 0.6808076 -3.6715881
1372 -0.43955596 0.99471491 -4.6662985 0.66314327 -3.6715836
1373 -0.38125743 0.97465491 -4.646236 0.64976994 -3.671581
1374 -0.36339905 0.96626574 -4.637844 0.64417716 -3.6715781
1375 -0.39591946 0.97236269 -4.6439403 0.64824179 -3.6715777
1376 -0.47531992 0.9923675 -4.6639474 0.66157833 -3.6715798
1377 -0.58869873 1.021954 -4.6935371 0.68130267 -3.6715831
1378 -0.71622158 1.0546487 -4.7262347 0.70309913 -3.671586
1379 -0.83110476 1.0843024 -4.7558909 0.72286827 -3.6715885
1380 -0.92095273 1.1064074 -4.7779969 0.73760493 -3.6715894
1381 -0.97339699 1.1184308 -4.7900179 0.74562053 -3.671587
1382 -0.98761071 1.1199065 -4.7914929 0.74660433 -3.6715865
1383 -0.96687207 1.1121201 -4.7837067 0.7414134 -3.6715865
1384 -0.91767961 1.0972011 -4.7687856 0.7314674 -3.6715844
1385 -0.85379063 1.0780904 -4.7496706 0.71872693 -3.6715803
1386 -0.78254752 1.0589572 -4.7305356 0.70597147 -3.6715784
1387 -0.7230973 1.0442312 -4.7158079 0.69615413 -3.6715766
1388 -0.68818091 1.0373706 -4.7089478 0.6915804 -3.6715771
1389 -0.68061576 1.038961 -4.7105419 0.69264067 -3.6715809
1390 -0.68268396 1.0447522 -4.7163403 0.69650147 -3.6715881
1391 -0.67277392 1.046228 -4.7178217 0.69748533 -3.6715937
1392 -0.62664554 1.0353175 -4.706913 0.69021167 -3.6715955
1393 -0.54043248 1.0110177 -4.6826075 0.6740118 -3.6715897
1394 -0.44643661 0.98273343 -4.654315 0.65515562 -3.6715816
1395 -0.38341873 0.96457602 -4.6361544 0.64305068 -3.6715784
1396 -0.3732342 0.96318269 -4.6347649 0.64212179 -3.6715822
1397 -0.39494408 0.97162898 -4.6432201 0.64775265 -3.6715911
1398 -0.40633635 0.97693926 -4.6485356 0.65129284 -3.6715963
1399 -0.38297896 0.97113546 -4.6427312 0.64742364 -3.6715957
1400 -0.32723462 0.95513148 -4.6267218 0.63675432 -3.6715904
1401 -0.26350433 0.93581889 -4.6074039 0.62387926 -3.6715849
1402 -0.21685339 0.92154988 -4.5931292 0.61436659 -3.6715794
1403 -0.20925945 0.91929035 -4.5908678 0.61286023 -3.6715774
1404 -0.2466152 0.9313762 -4.6029563 0.62091747 -3.6715801
1405 -0.31423112 0.95348741 -4.6250738 0.63565827 -3.6715864
1406 -0.38510582 0.97734917 -4.6489406 0.65156611 -3.6715914
1407 -0.43198066 0.99407796 -4.6656723 0.66271864 -3.6715944
1408 -0.43393927 0.99690704 -4.668504 0.66460469 -3.6715969
1409 -0.3847804 0.98426741 -4.6558622 0.65617827 -3.6715947
1410 -0.30396022 0.96185806 -4.6334479 0.64123871 -3.6715899
1411 -0.22945164 0.94111787 -4.6127009 0.62741191 -3.6715831
1412 -0.18266283 0.93052028 -4.6021065 0.62034685 -3.6715863
1413 -0.15963948 0.92742019 -4.5990121 0.61828013 -3.6715919
1414 -0.14580125 0.92534021 -4.5969318 0.61689347 -3.6715916
1415 -0.13936506 0.92403974 -4.5956305 0.61602649 -3.6715907
1416 -0.14396406 0.92540573 -4.5969979 0.61693715 -3.6715921
1417 -0.15210259 0.92681417 -4.5984086 0.61787611 -3.6715944
1418 -0.15482055 0.92552262 -4.5971141 0.61701508 -3.6715915
1419 -0.16507017 0.92465731 -4.5962437 0.61643821 -3.6715864
1420 -0.19401045 0.93104861 -4.6026324 0.62069907 -3.6715838
1421 -0.2596829 0.94827102 -4.6198558 0.63218068 -3.6715849
1422 -0.35005112 0.97328481 -4.6448748 0.64885654 -3.67159
1423 -0.44491781 0.99867204 -4.6702651 0.66578136 -3.6715931
1424 -0.52164972 1.0174316 -4.6890251 0.67828773 -3.6715934
1425 -0.56523117 1.0262801 -4.6978708 0.68418673 -3.6715907
1426 -0.57918145 1.0250219 -4.6966138 0.68334793 -3.6715919
1427 -0.55909207 1.0139972 -4.6855905 0.67599813 -3.6715932
1428 -0.51011514 0.99358343 -4.6651749 0.66238895 -3.6715915
1429 -0.44276118 0.96700639 -4.6385933 0.64467093 -3.6715869
1430 -0.38031258 0.94209528 -4.6136744 0.62806352 -3.6715791
1431 -0.35405246 0.9282388 -4.5998171 0.61882587 -3.6715783
1432 -0.37794091 0.93079241 -4.6023707 0.62052827 -3.6715783
1433 -0.45485147 0.94860491 -4.6201877 0.63240327 -3.6715828
1434 -0.56298924 0.97648194 -4.6480664 0.65098796 -3.6715844
1435 -0.68216547 1.0082882 -4.6798759 0.67219213 -3.6715877
1436 -0.79279886 1.0383333 -4.7099228 0.6922222 -3.6715894
1437 -0.8788812 1.0619718 -4.7335634 0.7079812 -3.6715918
1438 -0.92890468 1.0760798 -4.7476727 0.71738653 -3.6715929
1439 -0.93560998 1.0792136 -4.7508066 0.71947573 -3.671593
1440 -0.90537663 1.0723142 -4.7439042 0.71487613 -3.67159
1441 -0.85014056 1.0593908 -4.7309767 0.70626053 -3.6715858
1442 -0.79605854 1.0465805 -4.7181622 0.69772033 -3.6715818
1443 -0.7562268 1.0389463 -4.7105276 0.69263087 -3.6715813
1444 -0.73353414 1.0372033 -4.7087872 0.69146887 -3.6715838
1445 -0.72088352 1.0371465 -4.7087352 0.691431 -3.6715886
1446 -0.69987093 1.0329793 -4.7045704 0.68865287 -3.6715911
1447 -0.66455269 1.0221819 -4.6937718 0.6814546 -3.6715898
1448 -0.62360979 1.0077846 -4.6793696 0.6718564 -3.671585
1449 -0.59983867 0.99735667 -4.6689354 0.66490445 -3.6715787
1450 -0.62186804 1.000051 -4.6716266 0.66670067 -3.6715756
1451 -0.6992492 1.0199377 -4.6915172 0.67995847 -3.6715795
1452 -0.80779129 1.0500518 -4.7216402 0.70003453 -3.6715884
1453 -0.90247556 1.0771036 -4.7486989 0.71806907 -3.6715953
1454 -0.95842759 1.0914504 -4.7630447 0.7276336 -3.6715944
1455 -0.96540531 1.0906425 -4.7622344 0.727095 -3.6715919
1456 -0.93348312 1.0785257 -4.7501112 0.71901713 -3.6715855
1457 -0.89077894 1.063481 -4.7350609 0.70898733 -3.6715799
1458 -0.85914201 1.0537751 -4.7253522 0.70251673 -3.6715771
1459 -0.84997668 1.0516893 -4.7232672 0.7011262 -3.671578
1460 -0.85673961 1.0544049 -4.7259854 0.7029366 -3.6715804
1461 -0.87039932 1.0592683 -4.7308493 0.70617887 -3.6715809
1462 -0.87922659 1.0637451 -4.7353269 0.7091634 -3.6715819
1463 -0.87156522 1.0628056 -4.7343898 0.70853707 -3.6715844
1464 -0.83024769 1.051438 -4.7230225 0.70095867 -3.6715845
1465 -0.75897997 1.0303403 -4.7019195 0.68689353 -3.6715793
1466 -0.68750112 1.0087822 -4.6803527 0.67252147 -3.6715705
1467 -0.65303662 0.99907417 -4.6706416 0.66604945 -3.6715675
1468 -0.66274321 1.0048098 -4.6763819 0.6698732 -3.6715719
1469 -0.69878989 1.0187644 -4.6903424 0.67917627 -3.671578
1470 -0.73393031 1.0316469 -4.7032286 0.6877646 -3.6715819
1471 -0.74523335 1.0375853 -4.7091692 0.69172353 -3.6715839
1472 -0.73093701 1.0351803 -4.7067626 0.6901202 -3.6715823
1473 -0.69526633 1.0271036 -4.6986819 0.68473573 -3.6715783
1474 -0.65863583 1.0183374 -4.6899119 0.6788916 -3.6715744
1475 -0.63199533 1.0126168 -4.6841923 0.67507787 -3.6715756
1476 -0.62025936 1.0104699 -4.6820467 0.6736466 -3.6715768
1477 -0.62267687 1.0119623 -4.6835383 0.67464153 -3.671576
1478 -0.64407446 1.0187045 -4.6902795 0.67913633 -3.6715751
1479 -0.68256626 1.0303042 -4.7018814 0.68686947 -3.6715773
1480 -0.72742442 1.0427847 -4.7143644 0.6951898 -3.6715796
1481 -0.76719491 1.0522389 -4.7238183 0.7014926 -3.6715794
1482 -0.79503006 1.0577336 -4.729313 0.70515573 -3.6715794
1483 -0.81433138 1.0601751 -4.7317544 0.7067834 -3.6715793
1484 -0.82194715 1.0597597 -4.7313396 0.70650647 -3.6715799
1485 -0.81923489 1.0562625 -4.7278407 0.704175 -3.6715781
1486 -0.80985349 1.0514079 -4.722985 0.7009386 -3.671577
1487 -0.80062284 1.0477189 -4.7192943 0.69847927 -3.6715754
1488 -0.79776655 1.0460962 -4.7176724 0.69739747 -3.6715761
1489 -0.79711901 1.0453726 -4.7169482 0.69691507 -3.6715756
1490 -0.79011569 1.0431925 -4.7147702 0.69546167 -3.6715778
1491 -0.77019002 1.0370085 -4.7085897 0.691339 -3.6715812
1492 -0.73642005 1.0264473 -4.6980279 0.6842982 -3.6715806
1493 -0.70614967 1.016051 -4.6876253 0.67736733 -3.6715743
1494 -0.70082202 1.0137749 -4.6853446 0.67584993 -3.6715697
1495 -0.7347345 1.0240803 -4.6956519 0.6827202 -3.6715717
1496 -0.79665323 1.0439006 -4.7154765 0.69593373 -3.6715758
1497 -0.86253671 1.0651966 -4.736778 0.71013107 -3.6715814
1498 -0.90407301 1.0790611 -4.7506458 0.71937407 -3.6715846
1499 -0.9067476 1.0804944 -4.7520785 0.7203296 -3.6715841
1500 -0.87016804 1.0709726 -4.7425518 0.71398173 -3.6715792
1501 -0.81549183 1.0570001 -4.728575 0.70466673 -3.6715748
1502 -0.76732364 1.0456482 -4.7172185 0.6970988 -3.6715704
1503 -0.73980526 1.0413534 -4.7129231 0.6942356 -3.6715697
1504 -0.73485982 1.0448531 -4.7164246 0.69656873 -3.6715715
1505 -0.74372207 1.0529558 -4.72453 0.70197053 -3.6715742
1506 -0.75264756 1.0614992 -4.7330734 0.70766613 -3.6715743
1507 -0.75758038 1.0685719 -4.7401476 0.71238127 -3.6715758
1508 -0.74491737 1.0723702 -4.7439489 0.71491347 -3.6715787
1509 -0.71125617 1.0688789 -4.7404602 0.71258593 -3.6715813
1510 -0.64842616 1.0562409 -4.7278194 0.7041606 -3.6715785
1511 -0.56947571 1.0384272 -4.7100016 0.6922848 -3.6715743
1512 -0.49242614 1.0213547 -4.6929266 0.68090313 -3.6715719
1513 -0.43275729 1.0081177 -4.6796894 0.67207847 -3.6715717
1514 -0.3911655 0.99921435 -4.6707869 0.6661429 -3.6715726
1515 -0.36541172 0.99488648 -4.6664599 0.66325765 -3.6715734
1516 -0.35850902 0.99490102 -4.6664763 0.66326735 -3.6715753
1517 -0.36135797 0.99641981 -4.6679998 0.66427987 -3.6715799
1518 -0.3568566 0.99447139 -4.6660531 0.66298093 -3.6715819
1519 -0.33441718 0.98580139 -4.6573806 0.65720093 -3.6715793
1520 -0.29998517 0.97230602 -4.6438804 0.64820401 -3.6715744
1521 -0.2680675 0.95948204 -4.6310523 0.63965469 -3.6715703
1522 -0.25416979 0.95209593 -4.6236647 0.63473062 -3.6715688
1523 -0.26250674 0.95204481 -4.6236147 0.63469654 -3.67157
1524 -0.28657803 0.95785352 -4.629426 0.63856901 -3.6715725
1525 -0.31203774 0.96416602 -4.6357437 0.64277735 -3.6715777
1526 -0.31887066 0.96416324 -4.6357432 0.64277549 -3.67158
1527 -0.2994888 0.95613917 -4.6277152 0.63742611 -3.671576
1528 -0.28673769 0.94888074 -4.6204486 0.63258716 -3.6715679
1529 -0.31050575 0.95360241 -4.6251719 0.63573494 -3.6715694
1530 -0.36089071 0.96795398 -4.6395294 0.64530265 -3.6715754
1531 -0.41057612 0.98176037 -4.653338 0.65450691 -3.6715776
1532 -0.44550052 0.99036787 -4.6619426 0.66024525 -3.6715748
1533 -0.46810123 0.99574491 -4.6673152 0.66382994 -3.6715702
1534 -0.49505709 1.0028673 -4.6744338 0.6685782 -3.6715665
1535 -0.53431698 1.0142606 -4.6858283 0.67617373 -3.6715678
1536 -0.58019961 1.0271864 -4.6987555 0.68479093 -3.6715692
1537 -0.61907993 1.0388462 -4.7104124 0.69256413 -3.6715662
1538 -0.65706398 1.0511336 -4.7226989 0.70075573 -3.6715653
1539 -0.69479754 1.064654 -4.7362229 0.70976933 -3.6715689
1540 -0.71629637 1.0746577 -4.7462277 0.71643847 -3.67157
1541 -0.71074728 1.0773081 -4.7488759 0.7182054 -3.6715679
1542 -0.67938642 1.0732239 -4.7447905 0.7154826 -3.6715666
1543 -0.63106662 1.0644831 -4.7360502 0.7096554 -3.6715671
