0.013097 0.0
0.039291 0.0
0.065485 0.0
0.091679 0.0
0.117873 0.0
0.144067 0.0
0.170261 0.0
0.196455 0.0
0.222649 0.0
0.248842 0.0
0.275036 0.0
0.301230 0.0
0.327424 0.0
0.353618 0.0
0.379812 0.0
0.406006 0.0
0.432200 0.0
0.458394 0.0
0.484588 0.0
0.510782 0.0
0.536976 0.0
0.563170 0.0
0.589364 0.0
0.615558 0.0
0.641752 0.0
0.667946 0.0
0.694139 0.0
0.720333 0.0
0.746527 0.0
0.772721 0.0
0.798915 0.0
0.825109 0.0
0.851303 0.0
0.877497 9.8160184e-06
0.903691 0.00040723208
0.929885 0.010952751
0.956079 0.11027411
0.982273 0.47913755
1.008467 1.1600593
1.034661 1.9223706
1.060855 2.478718
1.087049 2.7248694
1.113243 2.7233974
1.139437 2.5400407
1.165630 2.2854148
1.191824 2.0251897
1.218018 1.7848605
1.244212 1.5592369
1.270406 1.3614176
1.296600 1.2126011
1.322794 1.0904528
1.348988 0.99558838
1.375182 0.91454635
1.401376 0.84469932
1.427570 0.78304981
1.453764 0.74060175
1.479958 0.70931599
1.506152 0.6904188
1.532346 0.67040882
1.558540 0.65990675
1.584734 0.65785155
1.610927 0.65972125
1.637121 0.67093093
1.663315 0.68448618
1.689509 0.70558335
1.715703 0.72832699
1.741897 0.76302923
1.768091 0.80063696
1.794285 0.84135499
1.820479 0.88345532
1.846673 0.92563227
1.872867 0.96745903
1.899061 1.0087962
1.925255 1.0502071
1.951449 1.0889382
1.977643 1.1293491
2.003837 1.1595753
2.030031 1.1853507
2.056225 1.2101479
2.082418 1.2255252
2.108612 1.2328095
2.134806 1.2338231
2.161000 1.2263212
2.187194 1.2134507
2.213388 1.1870371
2.239582 1.1592694
2.265776 1.1288592
2.291970 1.0956953
2.318164 1.0608604
2.344358 1.02836
2.370552 0.99779976
2.396746 0.97345016
2.422940 0.95133941
2.449134 0.93128747
2.475328 0.92016072
2.501522 0.90776469
2.527715 0.89359584
2.553909 0.89174459
2.580103 0.88935219
2.606297 0.89365837
