#1001 0.1 1.72246
0.1 8.62010714867668e15 7.183419943706954e12
0.101622 6.881081034992958e15 5.921812779644736e12
0.103245 5.51252661623854e15 4.896735835477585e12
0.104867 4.431455636029203e15 4.0611200775676514e12
0.10649 3.5743549596487175e15 3.3777897418889565e12
0.108112 2.8924142843515415e15 2.817275305671067e12
0.109735 2.347971431299379e15 2.3561330591583438e12
0.111357 1.9118526141276218e15 1.9756487169130542e12
0.11298 1.5613736392710805e15 1.6608333861350476e12
0.114602 1.278831417607759e15 1.3996430070413665e12
0.116225 1.0503608178876119e15 1.1823692887474536e12
0.117847 8.650649105328062e14 1.0011627600985967e12
0.11947 7.14350644451884e14 8.49657978654426e11
0.121092 5.914195158937518e14 7.226780208473038e11
0.122714 4.9087563289705956e14 6.160007167635166e11
0.124337 4.084230384493132e14 5.261731372354305e11
0.125959 3.40631151483347e14 4.503639153110926e11
0.127582 2.847523801040986e14 3.86245329975156e11
0.129204 2.3857983485775678e14 3.318988763770672e11
0.130827 2.00335968968099e14 2.8573942731716504e11
0.132449 1.6858515055345528e14 2.4645415527772592e11
0.134072 1.4216481425526872e14 2.1295320792649747e11
0.135694 1.2013108264415605e14 1.8432976935630145e11
0.137317 1.0171569168033558e14 1.5982763717562756e11
0.138939 8.629177377808123e13 1.388148344443589e11
0.140562 7.334660194452766e13 1.2076208012710826e11
0.142184 6.245982027154119e13 1.0522518114996877e11
0.143806 5.32860106271985e13 9.183059781721414e10
0.145429 4.554069591103753e13 8.02635834454169e10
0.147051 3.898907418389666e13 7.025841722628123e10
0.148674 3.343692857700171e13 6.1590343210738716e10
0.150296 2.8723275154104977e13 5.406890309749325e10
0.151919 2.4714402476937273e13 4.753241024401235e10
0.153541 2.1299028334253164e13 4.184336014727348e10
0.155164 1.838435539959557e13 3.688461103210012e10
0.156786 1.5892851908616557e13 3.2556199073181694e10
0.158409 1.3759618432061299e13 2.877267768723387e10
0.160031 1.1930229503339805e13 2.546089046724907e10
0.161654 1.035896081836805e13 2.2558103643224808e10
0.163276 9.007330185802697e12 2.001043719808134e10
0.164898 7.842894322323728e12 1.7771544543905594e10
