642
       0         0         5
  1.3663         0    4.8097
 0.42222    1.2995    4.8097
 0.68976         0    4.9522
 0.21315     0.656    4.9522
 0.90604   0.65828     4.873
  2.6287         0    4.2533
   1.809    1.3143    4.4721
  2.0168         0    4.5752
  2.2465   0.66536    4.4171
  1.6041   0.66396    4.6889
  0.8123       2.5    4.2533
 0.62322    1.9181    4.5752
   1.327    1.9309    4.4171
  1.1272    1.3204    4.6889
  4.4721         0    2.2361
  3.6909         0     3.373
  4.1131    1.2995    2.5286
  4.1209         0    2.8316
  4.3341     0.656    2.4053
  3.9533   0.65828    2.9896
   3.191    1.3143     3.618
  3.1903         0      3.85
  2.9461   0.66536    3.9847
  3.4765   0.66396    3.5317
   3.441       2.5    2.6287
  3.8135    1.9181    2.6035
  3.3573    1.9309    3.1623
  3.6898    1.3204    3.1051
   1.382    4.2533    2.2361
  1.1405    3.5102     3.373
  2.5069    3.5102    2.5286
  1.2734    3.9192    2.8316
  1.9632    3.9192    2.4053
  1.8477    3.5564    2.9896
  2.2361    2.6287     3.618
 0.98585    3.0341      3.85
  1.5432    2.5963    3.9847
  1.7058    3.1012    3.5317
  3.0026    3.0341    2.6035
  2.8739    2.5963    3.1623
   2.396    3.1012    3.1051
  2.5337     1.332    4.0995
  2.0498     1.998    4.0995
  2.7501     1.998    3.6667
 -1.1054   0.80311    4.8097
-0.55803   0.40543    4.9522
-0.34608    1.0651     4.873
-0.69098    2.1266    4.4721
0.061414    2.3421    4.4171
-0.13577    1.7308    4.6889
 -2.1266    1.5451    4.2533
 -1.6316    1.1854    4.5752
 -1.4264    1.8587    4.4171
-0.90748      1.48    4.6889
0.035157    4.3133    2.5286
  0.7154    4.3246    2.4053
 0.59558    3.9632    2.9896
-0.26393     3.441     3.618
  0.2776    3.0075    3.9847
 0.44284    3.5115    3.5317
 -1.3143    4.0451    2.6287
-0.64576    4.2196    2.6035
-0.79897    3.7897    3.1623
-0.11557    3.9173    3.1051
  -3.618    2.6287    2.2361
  -2.986    2.1694     3.373
 -2.5638    3.4689    2.5286
 -3.3339    2.4222    2.8316
 -3.1207    3.0782    2.4053
 -2.8114    2.8563    2.9896
  -1.809    2.9389     3.618
  -2.581    1.8752      3.85
 -1.9924      2.27    3.9847
 -2.4223    2.5806    3.5317
 -1.9578    3.7933    2.6035
 -1.5811    3.5355    3.1623
  -2.209    3.2371    3.1051
-0.48389    2.8213    4.0995
 -1.2668    2.5669    4.0995
 -1.0504    3.2329    3.6667
 -1.1054  -0.80311    4.8097
-0.55803  -0.40543    4.9522
 -1.1199  2.2497e-16     4.873
 -2.2361  4.6694e-16    4.4721
 -2.2085   0.78217    4.4171
  -1.688   0.40571    4.6889
 -2.1266   -1.5451    4.2533
 -1.6316   -1.1854    4.5752
 -2.2085  -0.78217    4.4171
  -1.688  -0.40571    4.6889
 -4.0914    1.3663    2.5286
 -3.8919    2.0168    2.4053
 -3.5852    1.7911    2.9896
 -3.3541    0.8123     3.618
 -2.7745    1.1934    3.9847
 -3.2028    1.5063    3.5317
 -4.2533  1.0441e-15    2.6287
 -4.2126   0.68976    2.6035
 -3.8511   0.41121    3.1623
 -3.7612    1.1006    3.1051
  -3.618   -2.6287    2.2361
  -2.986   -2.1694     3.373
 -4.0914   -1.3663    2.5286
 -3.3339   -2.4222    2.8316
 -3.8919   -2.0168    2.4053
 -3.5852   -1.7911    2.9896
 -3.3541   -0.8123     3.618
  -2.581   -1.8752      3.85
 -2.7745   -1.1934    3.9847
 -3.2028   -1.5063    3.5317
 -4.2126  -0.68976    2.6035
 -3.8511  -0.41121    3.1623
 -3.7612   -1.1006    3.1051
 -2.8327   0.41162    4.0995
 -2.8327  -0.41162    4.0995
 -3.3993  7.8762e-16    3.6667
 0.42222   -1.2995    4.8097
 0.21315    -0.656    4.9522
-0.34608   -1.0651     4.873
-0.69098   -2.1266    4.4721
 -1.4264   -1.8587    4.4171
-0.90748     -1.48    4.6889
  0.8123      -2.5    4.2533
 0.62322   -1.9181    4.5752
0.061414   -2.3421    4.4171
-0.13577   -1.7308    4.6889
 -2.5638   -3.4689    2.5286
 -3.1207   -3.0782    2.4053
 -2.8114   -2.8563    2.9896
  -1.809   -2.9389     3.618
 -1.9924     -2.27    3.9847
 -2.4223   -2.5806    3.5317
 -1.3143   -4.0451    2.6287
 -1.9578   -3.7933    2.6035
 -1.5811   -3.5355    3.1623
  -2.209   -3.2371    3.1051
   1.382   -4.2533    2.2361
  1.1405   -3.5102     3.373
0.035157   -4.3133    2.5286
  1.2734   -3.9192    2.8316
  0.7154   -4.3246    2.4053
 0.59558   -3.9632    2.9896
-0.26393    -3.441     3.618
 0.98585   -3.0341      3.85
  0.2776   -3.0075    3.9847
 0.44284   -3.5115    3.5317
-0.64576   -4.2196    2.6035
-0.79897   -3.7897    3.1623
-0.11557   -3.9173    3.1051
 -1.2668   -2.5669    4.0995
-0.48389   -2.8213    4.0995
 -1.0504   -3.2329    3.6667
 0.90604  -0.65828     4.873
   1.809   -1.3143    4.4721
  2.2465  -0.66536    4.4171
  1.6041  -0.66396    4.6889
   1.327   -1.9309    4.4171
