0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.643435239791870117e-02 6.454081158153712749e-04 1.380504691042006016e-04
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -3.641147911548614502e-02 2.919233811553567648e-04 -5.775658792117610574e-05
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -3.641517087817192078e-02 1.303289463976398110e-04 -5.248990055406466126e-05
0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 -3.647304698824882507e-02 -3.844215534627437592e-04 2.626204513944685459e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 -3.633981198072433472e-02 6.559326429851353168e-04 1.253402733709663153e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 -3.638504818081855774e-02 2.516879176255315542e-04 -2.226664801128208637e-04
0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 -3.639316931366920471e-02 2.278928586747497320e-04 -1.914352760650217533e-04
0.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 -3.645716980099678040e-02 3.074464257224462926e-05 -1.131025710492394865e-04
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+00 -3.653034940361976624e-02 -2.994141541421413422e-04 1.115676423069089651e-04
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -2.877197042107582092e-02 4.575884086079895496e-04 2.541644334996817634e-06
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 -2.872951515018939972e-02 3.167781396768987179e-04 4.145629281993024051e-05
0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 -2.871843054890632629e-02 -1.257887342944741249e-04 1.295950351050123572e-04
0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 -2.875228412449359894e-02 -3.573489375412464142e-04 -1.758457801770418882e-05
0.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 -2.869880199432373047e-02 4.891509306617081165e-04 -2.868462615879252553e-05
0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 -2.871252596378326416e-02 2.728628460317850113e-04 1.240196706930873916e-05
0.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 -2.870735339820384979e-02 6.332508928608149290e-05 -1.214990479638800025e-04
0.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 -2.875111624598503113e-02 -1.454620942240580916e-04 3.402366928639821708e-05
0.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 -2.881078794598579407e-02 -2.981203142553567886e-04 -5.231905743130482733e-05
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 -2.022113837301731110e-02 2.706705126911401749e-04 -3.690917583298869431e-05
0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 -2.018835395574569702e-02 1.563662517582997680e-04 9.279975529352668673e-06
