0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 2.503707033408471561e-01 -1.286191739879830320e-01 6.538708842465671189e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 3.423569741397962662e-01 -3.098881092174547436e-01 -6.176534057165352642e+00
2.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 3.652792170140693462e-01 2.110526971232305760e-02 6.757759040170046028e+00
3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 -9.500059766653284887e-02 -1.306504591065316134e-01 -6.526018310668241895e+00
4.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 3.137711488302173946e-01 -1.316035685722417165e-02 6.753849028905293927e+00
5.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 -2.252319586279967756e-01 -1.028249567455238878e-01 -6.661610625509428729e+00
6.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 9.900981580255177605e-02 -8.173911306028401602e-02 6.829820352488141566e+00
7.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 -3.580939872527200141e-01 -4.716056637595945206e-02 -6.874758994229597242e+00
8.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 -1.567853384735941047e-01 1.363874920589348665e-02 6.770207402968869914e+00
9.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 -3.260791443893610309e-01 1.237127572907012196e-01 -6.892806068766769378e+00
1.000000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 -3.711630368931941870e-01 2.005820463235963858e-01 6.631550480717610441e+00
1.100000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 -9.856055470465635571e-02 -3.671875996409816878e-01 -6.930621705721756953e+00
1.200000000000000000e+01 0.000000000000000000e+00 6.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 -4.141516237689659152e-01 2.182094292100333621e-01 6.496726611951708641e+00
1.300000000000000000e+01 0.000000000000000000e+00 6.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 1.956800761912433628e-01 2.036835038502817219e-01 -8.035629811519790167e+00
1.400000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 -2.899527677590665320e-01 1.936205289393703663e-02 6.295469462659020188e+00
1.500000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 1.394622437798184733e-01 3.122460011314758810e-01 -6.497694527780751628e+00
1.600000000000000000e+01 0.000000000000000000e+00 8.000000000000000000e+00 4.500000000000000000e+00 1.017543859649122862e+00 -1.074292527719857421e-01 -9.999185959155333647e-02 6.241628811103360874e+00
1.700000000000000000e+01 0.000000000000000000e+00 8.000000000000000000e+00 5.500000000000000000e+00 -9.824561403508772495e-01 1.821282882175803697e-01 1.860138120476547419e-01 -6.253673589067342498e+00
