0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.272237464785575867e-02 6.089157541282474995e-04 7.570174057036638260e-05
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.281946502625942230e-02 6.563269416801631451e-04 -3.891409050993388519e-06
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 2.289042994379997253e-02 8.537226822227239609e-04 -3.613515582401305437e-05
0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 2.273286320269107819e-02 9.899634169414639473e-04 -1.050722494255751371e-05
0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000000e+00 2.234922349452972412e-02 1.544603845104575157e-03 4.877449100604280829e-05
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00 2.273193188011646271e-02 1.235515344887971878e-03 2.563389898568857461e-05
0.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 2.290025539696216583e-02 8.923632558435201645e-04 -6.011292862240225077e-05
0.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 2.282950282096862793e-02 5.565831088460981846e-04 -6.304767157416790724e-05
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000000e+00 2.274480648338794708e-02 2.445837599225342274e-04 2.348073576285969466e-05
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.792687177658081055e-02 5.971560021862387657e-04 1.719212923489976674e-05
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.793887466192245483e-02 6.852539954707026482e-04 6.640957872150465846e-05
0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.800734177231788635e-02 8.141316357068717480e-04 5.968031473457813263e-05
0.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.807909086346626282e-02 1.071333652362227440e-03 -1.666698335611727089e-05
0.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 1.709729060530662537e-02 2.556993393227458000e-03 -1.128119856730336323e-05
0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.808721758425235748e-02 1.310550025664269924e-03 1.385509858664590865e-05
0.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.801597140729427338e-02 8.871202589944005013e-04 -5.651258470606990159e-05
0.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 1.793935336172580719e-02 5.107693723402917385e-04 -3.633734013419598341e-05
0.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 1.793436892330646515e-02 3.057833237107843161e-04 -3.631945219240151346e-05
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.257356628775596619e-02 5.688163219019770622e-04 -9.767784376890631393e-07
0.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 1.257856097072362900e-02 7.126927957870066166e-04 4.450001506484113634e-05
0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.256837043911218643e-02 8.557201945222914219e-04 3.495294731692411005e-05
0.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 1.269262284040451050e-02 1.198527985252439976e-03 -2.469642276992090046e-05
0.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 1.228303276002407074e-02 3.134319325909018517e-03 -2.130932989530265331e-05
0.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 1.270068995654582977e-02 1.347395358607172966e-03 1.275357226404594257e-05
0.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00 1.257553510367870331e-02 8.878359221853315830e-04 9.269680049328599125e-06
0.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 1.257599610835313797e-02 6.009131320752203465e-04 -1.857543975347653031e-05
0.000000000000000000e+00 2.000000000000000000e+00 8.000000000000000000e+00 1.257478166371583939e-02 3.893354150932282209e-04 -3.590064443415030837e-05
0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 6.515341810882091522e-03 5.663955816999077797e-04 -2.050081275228876621e-05
0.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 6.499685812741518021e-03 7.013534195721149445e-04 -4.295359030948020518e-05
0.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 6.556854117661714554e-03 9.306517895311117172e-04 -3.521140752127394080e-05
0.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 6.461518816649913788e-03 1.273209461942315102e-03 -3.465425106696784496e-05
0.000000000000000000e+00 3.000000000000000000e+00 4.000000000000000000e+00 7.371747400611639023e-03 3.064301330596208572e-03 -9.589053661329671741e-06
0.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+00 6.467727478593587875e-03 1.351164653897285461e-03 3.379466943442821503e-05
0.000000000000000000e+00 3.000000000000000000e+00 6.000000000000000000e+00 6.561441812664270401e-03 9.391700150445103645e-04 5.057509406469762325e-05
