0.000000 0.000000 0.161896 
0.000000 0.050000 1.106566 
0.000000 0.100000 1.366754 
0.000000 0.150000 1.249494 
0.000000 0.200000 1.328584 
0.000000 0.250000 1.387341 
0.000000 0.300000 1.670974 
0.000000 0.350000 1.613975 
0.000000 0.400000 1.862608 
0.000000 0.450000 1.926387 
0.000000 0.500000 1.770597 
0.000000 0.550000 1.856143 
0.000000 0.600000 1.760962 
0.000000 0.650000 2.055952 
0.000000 0.700000 2.011945 
0.000000 0.750000 2.184476 
0.000000 0.800000 1.941841 
0.000000 0.850000 2.248690 
0.000000 0.900000 2.171057 
0.000000 0.950000 2.181679 
0.000000 1.000000 2.233904 
0.000000 1.050000 2.142920 
0.000000 1.100000 2.420203 
0.000000 1.150000 2.395008 
0.000000 1.200000 2.295201 
0.000000 1.250000 2.469040 
0.000000 1.300000 2.403909 
0.000000 1.350000 2.205282 
0.000000 1.400000 2.359560 
0.000000 1.450000 2.288560 
0.000000 1.500000 2.175337 
0.000000 1.550000 2.308659 
0.000000 1.600000 2.499219 
0.000000 1.650000 2.195116 
0.000000 1.700000 2.452230 
0.000000 1.750000 2.709070 
0.000000 1.800000 2.484012 
0.000000 1.850000 2.541358 
0.000000 1.900000 2.587942 
0.000000 1.950000 2.653023 
0.000000 2.000000 2.612504 
0.000000 2.050000 2.577966 
0.000000 2.100000 2.739245 
0.000000 2.150000 2.513957 
0.000000 2.200000 2.596658 
0.000000 2.250000 2.684263 
0.000000 2.300000 2.779150 
0.000000 2.350000 2.698640 
0.000000 2.400000 2.677095 
0.000000 2.450000 2.827640 
0.000000 2.500000 2.798987 
0.000000 2.550000 2.359152 
0.000000 2.600000 2.547325 
0.000000 2.650000 2.639934 
0.000000 2.700000 2.896121 
0.000000 2.750000 2.384363 
0.000000 2.800000 2.548743 
0.000000 2.850000 2.791964 
0.000000 2.900000 2.720241 
0.000000 2.950000 2.558558 
0.000000 3.000000 2.724682 
0.000000 3.050000 2.813328 
0.000000 3.100000 2.685367 
0.000000 3.150000 2.724169 
0.000000 3.200000 2.873202 
0.000000 3.250000 2.675927 
0.000000 3.300000 2.758058 
0.000000 3.350000 2.833938 
0.000000 3.400000 2.873408 
0.000000 3.450000 2.688319 
0.000000 3.500000 2.715153 
0.000000 3.550000 2.920741 
