# Time / Total Energy / Kinetic Temperature / Pressure
50.2 -863.88751 1.1117892 3.5174028
50.4 -886.20773 1.0648957 3.4474075
50.6 -896.65765 0.99758773 3.6107449
50.8 -896.80563 0.9933784 3.3840289
51.0 -894.14145 1.0630512 3.4759865
51.2 -903.10572 0.97631317 3.4710547
51.4 -903.33537 1.0150312 3.8398081
51.6 -880.62014 1.0574886 3.6281219
51.8 -860.70117 1.1153216 3.8833284
52.0 -883.41583 1.0842851 3.2765733
52.2 -880.0066 1.1437355 3.1112613
52.4 -878.11261 1.0778441 3.8510705
52.6 -889.77264 1.0254047 3.6638213
52.8 -905.6765 1.092799 3.3661174
53.0 -914.97321 1.1229434 3.3806273
53.2 -905.59242 1.0576125 3.1987986
53.4 -901.72818 1.0696431 3.2349038
53.6 -895.65783 1.1117523 3.3298572
53.8 -907.92005 0.98870897 3.5324494
54.0 -902.38896 0.9831496 3.4625872
54.2 -906.31684 0.9646766 3.7206301
54.4 -926.4321 1.0020859 3.2676076
54.6 -938.58228 0.99472427 2.8885813
54.8 -925.33557 0.9620187 3.5448859
55.0 -906.66917 0.94631137 3.847222
55.2 -902.1406 1.0108693 3.6761009
55.4 -902.41485 1.0107068 3.3088845
55.6 -869.52413 1.0940827 3.5192054
55.8 -892.18925 1.0055183 3.5626182
56.0 -910.63525 0.94406897 3.5220511
56.2 -922.41974 1.0067375 3.5732412
56.4 -918.25576 1.0583991 3.1682984
56.6 -870.76662 1.0640343 3.423569
56.8 -880.40133 1.0810229 3.440445
57.0 -892.91865 1.086746 3.2942919
57.2 -906.26113 1.025442 3.0632034
57.4 -894.2071 1.0227976 3.0968069
57.6 -882.61151 1.0432816 3.3128329
57.8 -875.63311 1.0856284 3.5921862
58.0 -895.58212 1.0109184 3.6955047
58.2 -891.78422 1.0373206 3.3539984
58.4 -903.38133 0.97401303 3.5752222
58.6 -887.51976 1.052522 3.6067989
58.8 -852.42772 1.0588676 4.0589573
59.0 -850.44874 1.1212011 4.1299082
59.2 -862.39695 1.1305114 3.7778981
59.4 -854.94041 1.0865281 3.7831991
59.6 -885.46357 1.0755686 3.3421868
59.8 -908.89972 0.93147917 3.5434078
60.0 -917.91652 0.95687897 3.4060815
60.2 -912.55522 0.97697807 3.4698415
60.4 -908.33518 1.0633647 3.5713798
60.6 -926.67066 0.9856615 2.5944322
60.8 -924.29759 1.0247801 3.3414373
61.0 -929.62626 0.95468837 3.4682374
61.2 -915.06808 0.98395833 3.5851492
61.4 -905.81716 1.0191512 3.3610159
61.6 -917.28338 0.98921573 3.2035898
61.8 -921.84032 1.0256082 3.1342605
62.0 -933.1612 1.0128982 3.1377591
62.2 -910.0369 1.0127593 3.1830658
62.4 -896.23285 1.063689 3.1778745
62.6 -905.30404 0.9843443 3.3906894
62.8 -915.72949 0.97997473 3.7334766
63.0 -918.26028 1.0413889 3.2481244
63.2 -919.53229 1.0141441 3.6070949
63.4 -934.79592 0.960366 3.3358811
63.6 -918.52101 1.0190391 3.3660063
63.8 -899.69108 1.0042118 3.7046287
64.0 -895.62011 1.0395129 3.4054683
64.2 -897.25664 1.0029602 3.2717671
64.4 -875.69195 1.0939656 3.8217149
64.6 -881.67946 1.0956988 3.3927578
64.8 -915.8691 1.0216088 2.9392991
65.0 -913.71201 1.0132423 3.3834877
65.2 -907.80127 0.99087693 3.4475446
65.4 -912.98526 0.9709159 3.6874774
65.6 -907.75517 0.992496 3.2791073
65.8 -913.40945 1.0550473 3.5186924
66.0 -920.48125 1.0319626 3.4837291
66.2 -920.70123 1.0279191 3.4511687
66.4 -923.01417 1.0160115 3.0456979
66.6 -930.33647 0.88896647 3.7346073
66.8 -942.21364 0.97907067 3.1640546
67.0 -959.37662 0.88923673 3.1663908
67.2 -953.62647 0.92016583 3.3255317
67.4 -949.35101 0.942962 3.1890213
67.6 -945.74574 0.97421157 2.6935748
67.8 -915.67321 1.0289434 3.6701837
68.0 -929.70537 1.0007613 3.240212
68.2 -960.32332 0.9190154 3.1451613
68.4 -949.96244 0.96273197 2.9664189
68.6 -932.28188 0.98562023 3.1495101
68.8 -935.89153 0.98450363 2.9848334
69.0 -927.77869 0.93704263 3.5104424
69.2 -925.08453 0.9241428 2.8798281
69.4 -922.13083 0.9067277 3.8123737
69.6 -928.16681 0.95757527 3.088731
69.8 -918.82071 0.98352003 3.0840448
70.0 -927.3954 0.9911452 3.1939904
70.2 -928.37375 0.9622862 3.365744
70.4 -913.54022 1.0616942 3.0086562
70.6 -895.22957 1.0479825 3.3840236
70.8 -928.34873 0.94760937 3.0639078
71.0 -913.75177 1.051497 3.2203043
71.2 -936.65312 0.909366 3.5128709
71.4 -916.04118 1.0082967 2.984947
71.6 -936.47474 0.9195038 3.0877037
71.8 -936.41362 0.9759049 3.2188417
72.0 -936.12165 0.9274993 3.5129129
72.2 -924.98284 1.0413011 2.6845728
72.4 -904.63116 1.0174099 3.3357781
72.6 -905.92311 0.99634483 3.4511412
72.8 -926.48545 0.91941237 3.4971709
73.0 -918.10347 1.0116147 3.5178616
73.2 -910.16222 1.0268755 3.5074777
73.4 -904.148 1.0287498 3.8217192
73.6 -909.97631 1.0113606 3.3979041
73.8 -927.27918 0.92863467 3.6545255
74.0 -928.01191 0.96182703 3.4696146
74.2 -906.10304 0.98303843 3.6622894
74.4 -930.42601 1.0318061 3.1699874
74.6 -936.70523 0.96359213 3.4932078
74.8 -946.77455 0.9590471 2.9954012
75.0 -933.35116 0.9735961 3.6677694
75.2 -951.07116 0.9140753 3.1940721
75.4 -943.3556 0.94624527 3.2217081
75.6 -959.6023 0.8984673 3.2586959
75.8 -957.07996 0.93933763 2.8861259
76.0 -951.30522 0.9529813 3.2100869
76.2 -940.70946 0.9385151 3.292739
76.4 -941.34163 0.98259483 3.2686408
76.6 -962.82955 0.83604987 3.4140337
76.8 -943.51637 0.93462247 3.2150097
77.0 -950.99208 0.96695483 2.998729
77.2 -955.95049 0.94254483 2.918336
77.4 -948.3566 0.96423747 2.5980096
77.6 -939.91727 0.91610223 3.3876324
77.8 -934.67516 0.90759487 3.5813377
78.0 -950.56333 0.87380893 3.2323479
78.2 -961.18306 0.85246113 3.2865802
78.4 -965.23547 0.8951513 2.8605488
78.6 -939.69118 0.917202 3.488085
78.8 -925.30565 0.99905043 2.8195408
79.0 -926.3386 0.9760982 3.3194028
79.2 -930.14424 1.0015863 3.0724937
79.4 -936.50759 0.93960173 3.1689658
79.6 -952.12349 0.9007915 2.9933966
79.8 -956.62915 0.9310858 3.2341233
80.0 -927.75741 0.9650589 2.9863951
80.2 -937.65127 0.91406113 3.4750323
80.4 -907.82055 0.99212883 3.6074057
80.6 -913.30094 1.0344151 3.1437745
80.8 -913.94493 1.0136604 3.3126867
81.0 -918.98317 0.9377411 3.4745809
81.2 -931.4702 1.0089405 3.1919906
81.4 -912.05308 1.0151829 3.4411355
81.6 -917.19352 1.0775337 3.1007445
81.8 -940.96078 0.95337083 3.183523
82.0 -938.7609 0.96919867 2.9517598
82.2 -924.68533 0.9446065 2.939205
82.4 -919.5258 0.92923407 3.6279823
82.6 -894.33214 1.073247 3.5307318
82.8 -900.41865 1.0543287 3.4077278
83.0 -904.84154 1.0420494 3.3958684
83.2 -893.34395 1.0691168 3.3234927
83.4 -893.57794 1.0827961 3.3377501
83.6 -910.53997 1.0282234 3.4479895
83.8 -913.20397 1.057999 3.4889547
84.0 -917.78823 1.0587742 3.663105
84.2 -936.48907 0.93273127 3.2312845
84.4 -926.73186 1.0042681 3.4141331
84.6 -930.6232 0.96483507 3.6871295
84.8 -929.8654 1.0039503 3.1182404
85.0 -912.15149 1.0317589 3.348608
85.2 -919.68179 0.98149427 3.363835
85.4 -903.69915 1.0627002 3.3020527
85.6 -917.54039 1.0307774 3.2043966
85.8 -913.74061 1.0876292 2.7688465
86.0 -906.73285 1.0462641 3.7964155
86.2 -882.58062 1.0998977 3.4544493
86.4 -888.92347 1.0479629 3.4759
86.6 -874.53905 1.1423441 3.3932175
86.8 -880.90521 1.0082963 3.8453893
87.0 -859.83598 1.1064077 4.122918
87.2 -872.65898 1.0098211 3.7418711
87.4 -906.7336 1.0151945 3.5076511
87.6 -897.72002 1.0147065 3.4393689
87.8 -903.22176 0.9787683 3.6075861
88.0 -901.92624 1.0216429 3.1558906
88.2 -910.29216 1.0321049 3.0671592
88.4 -919.6435 0.95097353 3.3792016
88.6 -897.96003 1.0330887 3.9587957
88.8 -919.51018 1.0203269 3.2954409
89.0 -934.2292 0.89802847 3.4226945
89.2 -945.3302 0.86410593 3.3945931
89.4 -910.27998 1.0445836 3.1888115
89.6 -917.49138 0.91216177 3.5650908
89.8 -900.00693 1.0310453 3.4666692
90.0 -907.35517 1.0575273 3.4299986
90.2 -907.27838 1.086274 3.0645015
90.4 -889.25608 1.0263917 3.6781431
90.6 -896.30836 1.0645249 3.487384
90.8 -910.48547 1.0006003 3.0890741
91.0 -901.79108 1.0636878 3.0699936
91.2 -887.20348 1.019621 3.6103319
91.4 -882.23849 1.0237134 3.4785796
91.6 -873.52912 1.1090126 3.1375426
91.8 -898.79622 1.0344749 3.2654672
92.0 -901.28793 1.044344 3.1126705
92.2 -887.86083 1.0837694 3.5049445
92.4 -886.48014 1.0670668 3.2039058
92.6 -906.74459 1.0220705 2.9964347
92.8 -924.34054 0.99945847 3.0363658
93.0 -927.83659 0.9620838 2.9964888
93.2 -933.51293 0.91240983 3.3893082
93.4 -919.57288 0.95572607 3.7517513
93.6 -915.47276 1.0015366 3.5513694
93.8 -923.01209 1.0144386 3.3401994
94.0 -937.72931 0.88756243 3.8458977
94.2 -926.27262 0.98708287 3.1723185
94.4 -926.46142 0.9507216 3.3241411
94.6 -921.74623 0.95208103 3.2048248
94.8 -915.19042 1.0437009 3.2303012
95.0 -949.59218 0.95190413 3.1180727
95.2 -922.95533 0.9492546 3.5740411
95.4 -900.10482 1.0170716 3.6433007
95.6 -910.5714 1.0029523 3.644336
95.8 -921.2034 1.0068286 3.1626976
96.0 -930.26135 0.94515557 3.7302909
96.2 -922.57372 1.016678 3.1526033
96.4 -902.41566 1.014876 3.7485484
96.6 -889.42357 0.996608 3.5026008
96.8 -876.23126 1.0662755 3.8486572
97.0 -863.29447 1.0375927 3.9814299
97.2 -874.05731 1.1337694 3.9185921
97.4 -902.36792 1.0396608 3.2247293
97.6 -931.71461 0.89815267 3.1326404
97.8 -920.45392 0.98117037 3.4409199
98.0 -916.56597 0.96449107 3.3854509
98.2 -931.70082 0.99249407 3.3077326
98.4 -939.47538 1.0068235 3.1619974
98.6 -957.24971 0.899231 3.1183991
98.8 -947.77633 0.94759483 3.1327862
99.0 -940.64596 0.91223053 3.5778574
99.2 -920.60579 0.92377453 3.0308491
99.4 -927.89331 1.0273553 3.3333742
99.6 -929.88564 0.94137367 3.6075782
99.8 -914.85789 1.041797 3.1205703
100.0 -927.53569 0.98348307 3.3740416
100.2 -942.98197 0.8832501 3.3620001
100.4 -925.47281 0.99150387 3.0664057
100.6 -922.76742 0.955011 3.0908711
100.8 -941.7563 0.98129813 2.913374
101.0 -924.53628 1.0980052 3.2437525
101.2 -905.2395 1.0156952 3.4129973
101.4 -903.97953 0.93044957 3.6496679
101.6 -908.70901 0.99883383 3.4510016
101.8 -917.23601 1.021839 3.0916653
102.0 -923.3816 0.97684413 3.3767333
102.2 -946.38854 0.9427659 3.3466059
102.4 -940.03657 0.95975333 2.9152243
102.6 -943.67206 0.89755547 3.1581197
102.8 -962.10309 0.90094623 2.5961901
103.0 -928.93953 0.9698734 3.3663754
103.2 -935.96795 0.95229097 3.4405149
103.4 -931.03315 0.97272273 3.4028728
103.6 -909.41381 1.0064336 3.4976784
103.8 -896.55836 1.0400892 3.3412981
104.0 -889.35015 0.96196193 3.9994062
104.2 -892.48938 1.0076032 3.0570497
104.4 -894.44815 0.9751988 3.5617817
104.6 -883.82248 1.0163094 3.3613958
104.8 -889.49461 1.0307859 3.3829591
105.0 -921.92705 0.9804765 3.2971175
105.2 -921.89536 0.9293106 3.233673
105.4 -921.73778 0.91415147 3.4306234
105.6 -891.04565 1.0175308 3.4917764
105.8 -902.17814 0.9522333 3.6982042
106.0 -885.03717 1.1344665 3.1369281
106.2 -901.08873 1.0141625 2.9626509
106.4 -913.38897 0.99411287 3.2179513
106.6 -928.77226 0.95897737 3.1058185
106.8 -927.89454 0.98726347 3.4128849
107.0 -916.71286 1.0691891 3.2875165
107.2 -925.49683 0.99511263 3.2718502
107.4 -934.01752 0.96558047 3.4638574
107.6 -918.15544 1.0017179 3.3533288
107.8 -922.37229 0.925759 3.4936861
108.0 -905.44823 0.9794427 3.6207187
108.2 -908.38715 1.0140041 3.654655
108.4 -919.03162 1.0159964 3.5493428
108.6 -936.04777 1.0073284 3.2273382
108.8 -929.32519 1.0198659 3.3446076
109.0 -904.13383 1.0632724 3.38282
109.2 -903.51087 0.9895691 3.650224
