310.0  24.08315854  24.31073542  24.08052351
320.0  24.1645128   24.57367844  23.96138138
330.0  23.66557649  24.15113904  23.89281158
340.0  23.40954033  24.08613951  23.55291607
350.0  22.96299805  24.10578414  23.71025825
360.0  23.58325929  24.12536207  24.01485504
370.0  23.91165142  24.26969649  24.00787649
380.0  24.10562121  24.04131662  23.73801299
390.0  24.26123792  24.63154857  23.5682243 
400.0  24.49673456  24.84559497  23.33935671
410.0  24.59113158  24.77439899  23.18013654
420.0  24.26227797  24.78848844  23.33019517
430.0  24.1675185   25.05617994  23.66273859
440.0  24.08413587  24.63868381  23.77205872
450.0  24.10655486  24.43640554  23.94501379
460.0  24.42263978  24.0051764   23.96105834
470.0  24.45919358  23.80970348  24.05127541
480.0  25.307462    23.57671579  24.38612104
490.0  25.18031391  23.61660644  24.58402034
500.0  25.19051305  23.36161623  24.41885378
510.0  25.03155845  23.48258064  24.49519968
520.0  24.38872125  23.12402314  24.39873743
530.0  24.32079634  23.17920039  24.48408046
540.0  24.19494774  23.23013691  24.2665549 
550.0  23.86444045  23.13441383  23.76555603
560.0  24.09409459  23.18447615  24.20239157
570.0  23.88204895  23.40680564  24.38222913
580.0  23.84535197  23.59555535  24.29947306
590.0  23.59175278  23.54556965  24.20870419
600.0  23.46816465  23.77420054  24.07976485
610.0  23.19546601  23.71755135  24.36074688
620.0  22.96926748  23.78917312  24.5490853 
630.0  23.12543715  23.57745445  24.51134396
640.0  23.16989163  23.04658566  24.60197071
649.999999999  23.00493891  22.9583624   24.43190936
659.999999999  23.23740007  23.06432027  24.60414564
669.999999999  23.24583174  23.31488186  24.50794847
679.999999999  22.98483181  23.21380321  24.68160386
689.999999999  22.96299829  22.88436851  24.12642661
699.999999999  22.82156996  22.9440946   24.26505884
709.999999999  22.68907231  22.97841796  24.21294677
719.999999999  22.58728261  23.05802072  24.29158919
729.999999999  22.95252885  23.15436258  24.03588321
739.999999999  23.34579336  23.34411321  24.0220511 
749.999999999  22.84341371  23.45391379  23.99600879
759.999999999  22.52346295  23.44730311  23.8777665 
769.999999999  22.2285843   23.04293859  23.77706257
779.999999999  22.12247263  23.66417245  24.16334064
789.999999999  22.48878662  23.9025953   24.55735006
799.999999999  22.6905896   24.02983761  24.54127433
809.999999999  23.11079779  23.87320339  24.74583812
819.999999999  23.14977161  24.11178323  24.78643686
829.999999999  23.16993661  23.90291374  24.52906094
839.999999999  22.67099925  24.13377134  24.30551263
849.999999999  22.57447958  24.31469843  24.85272309
859.999999999  22.60290918  24.43024591  25.47873397
869.999999999  22.75741101  24.7058631   25.78836333
879.999999999  22.5172033   24.3120582   25.77267924
889.999999999  22.1526559   24.18264849  25.8350349 
899.999999999  21.78883377  23.64049497  25.84873949
909.999999999  21.46498371  23.34598345  25.84339642
919.999999999  21.60228062  22.84481897  25.26841434
929.999999999  21.53392786  22.50169798  25.27466689
