# k	S(k)
6.45960423836	0.0455190725511
6.48602399786	0.0252285054524
6.53854326819	0.0539163032785
6.56464534111	0.0461525369997
6.61654057825	0.0468521221752
6.64233615591	0.0540156188849
6.66803194299	0.0693827415196
6.69362908872	0.0484164914541
6.71912872044	0.0628989721278
6.74453194421	0.0634017249435
6.7698398453	0.0591000562004
6.82017392008	0.0536392824165
6.84520216536	0.0605301481941
6.87013923216	0.0462442733367
6.89498610976	0.0516215068357
6.9197437697	0.0579345863616
6.9444131662	0.062225621937
6.96899523658	0.0579165743928
7.01790106631	0.0545135588466
7.04222661955	0.0488179300571
7.0664684352	0.0495100879707
7.09062737212	0.0391663101186
7.11470427459	0.0515996576025
7.13869997264	0.0399898058842
7.16261528242	0.062364992646
7.21020793411	0.0435369453353
7.23388684164	0.0516452744317
7.25748849273	0.0522404835171
7.28101363869	0.0450306223045
7.32783736008	0.037265119878
7.35113737869	0.0479998132915
7.39751725443	0.0653538972318
7.42059848759	0.0515787546375
7.44360815053	0.0559770779805
7.46654690491	0.0540307500049
7.48941540227	0.0493626669193
7.51221428424	0.07902783551
7.53494418273	0.0393089934632
7.58019950964	0.0416864805992
7.60272615517	0.047028211823
7.62518625183	0.0524530474263
7.64758038596	0.0463267403251
7.66990913533	0.0524891091376
7.69217306935	0.0499236925055
7.71437274918	0.0493388409716
7.75858155093	0.0270211458382
7.78059175558	0.047925214934
7.80253987184	0.0498904788009
7.82442642218	0.0548896209445
7.84625192182	0.0542534873711
7.86801687881	0.0505389764298
7.8897217942	0.0514355131393
7.93295347011	0.0458762925733
7.95448119889	0.042534614299
7.97595082282	0.0533614040337
7.99736280987	0.0623683334096
8.04001571402	0.0505399199242
8.06125753628	0.0535520769763
8.10357413956	0.0457486898164
8.12464979061	0.0756605609267
8.14567091187	0.0534665502709
8.16663792445	0.0537779001347
8.18755124403	0.0395158495523
8.20841128101	0.0492000163718
8.22921844058	0.0444383181463
8.27067572281	0.0486297628419
8.29132663067	0.0470505685149
8.31192623169	0.0349176467059
8.33247490639	0.0547086403343
8.35297303061	0.049388501049
8.3734209756	0.0458979511964
8.39381910809	0.056154254576
8.43446738024	0.0252393617872
8.45471823143	0.0494043643827
8.47492069329	0.0512106129763
8.49507511103	0.0376733443519
8.51518182581	0.039221964365
8.53524117475	0.0613400528943
8.55525349103	0.0429664325316
8.5951383389	0.0457557971374
8.61501151766	0.0500816514465
8.6348389582	0.0458187228271
8.65462097486	0.0422389090209
8.69404997614	0.0450746967991
8.71369757177	0.0407172032138
8.75286045481	0.0538467683927
8.77237633289	0.0398187146892
8.79184889033	0.0468264083404
8.81127841434	0.0467246593139
8.83066518896	0.0600355434866
8.85000949514	0.0446871105476
8.86931161076	0.0473516011275
8.90779036674	0.0317308284816
8.92696754796	0.0390995272366
8.9461036204	0.0429091279955
8.96519884729	0.0511042965624
8.98425348908	0.0501381389367
9.00326780345	0.0486811094209
9.02224204537	0.0388889420535
9.07892684621	0.0400571877731
9.09774329509	0.0416623912363
9.11652090701	0.0613268559121
9.13525992145	0.0547898229651
9.15396057546	0.0434443950857
9.17262310365	0.0521271528055
9.2098347092	0.0557761564215
9.22838424402	0.051284110017
9.24689656803	0.0422971168963
9.26537190427	0.0475743653219
9.30221249454	0.0451907672095
9.32057818368	0.0451233806905
9.35720142175	0.105230480293
9.37545939311	0.0514365435705
9.39368187754	0.0479228272578
9.41186908116	0.0540663299432
9.43002120811	0.044517616501
9.44813846057	0.047695033752
9.46622103876	0.0356423529447
9.50228296378	0.0421206352686
9.52026270164	0.0410496963734
9.53820854735	0.048937328291
9.55612069186	0.0399572778365
9.57399932431	0.0537920135478
9.59184463211	0.051458757952
9.6096568009	0.0453877065386
9.64518245552	0.0551002673505
9.66289630415	0.055304562433
9.68057773944	0.0599642890714
9.69822693867	0.0536653697338
9.71584407751	0.0628405547405
9.73342933005	0.0561773112637
9.7509828688	0.0521966674743
9.78599548726	0.0366996509664
9.80345490433	0.0612791752442
9.82088328236	0.0441848077648
9.83828078631	0.0339037426061
9.87298382453	0.0454787668618
9.8902896815	0.0548383375633
9.92481086737	0.0383441624306
9.94202651061	0.0512895742732
9.95921239468	0.0406792170592
9.97636867336	0.0445635756334
9.99349549914	0.0530648673429
10.0105930232	0.039938532732
10.0276613954	0.0521685604641
10.0617112774	0.0446349872097
10.0786930807	0.0452083909143
10.095646319	0.0484431287675
10.1125711361	0.0510511930064
10.1294676745	0.0472655695038
10.1463360753	0.0436080703564
10.1631764787	0.0418450541859
10.1967738479	0.0784848386236
10.2135310882	0.0550715522141
10.2302608801	0.0504266056139
10.246963358	0.0326133937966
10.2636386552	0.0539909539686
10.280286904	0.0446884120956
10.2969082357	0.0488917619654
10.3300706669	0.0333155415527
10.3466120236	0.0452208740706
10.3631269775	0.0512758659965
10.3796156546	0.0485094550061
10.4125146773	0.0491023016914
10.4289252701	0.0411763042863
10.4616692291	0.0596646589123
10.4780028366	0.040184472996
10.4943110221	0.058311469914
10.5105939039	0.0466885533949
10.5268515995	0.0516045830107
10.5430842253	0.0476992475887
10.559291897	0.0522203612749
10.5916328361	0.0512404670641
10.6077663304	0.0499191122946
10.6238753242	0.0369265857366
10.6399599289	0.0500657958866
10.6560202549	0.0482899108126
10.6720564119	0.0491990084626
10.6880685085	0.0556146886499
10.720020952	0.0472038317987
10.7359615124	0.0389955485827
10.7518784397	0.0476179595427
10.7677718385	0.0455685511176
10.783641813	0.0456648708993
10.7994884663	0.0566136770184
10.8153119012	0.0452148351582
10.8468895214	0.0633576130828
10.862643908	0.050239730636
10.8783754788	0.0520858780462
10.8940843324	0.050214582048
10.9254342802	0.0471522127679
10.9410755685	0.0430936643611
10.9722912541	0.061860415392
10.9878658414	0.0454000886705
11.003418384	0.0451790127492
11.0189489752	0.0584212547947
11.0344577077	0.0520684243824
11.0499446735	0.0592824611517
11.065409964	0.0515153125918
11.0962758816	0.0455490043427
11.1116766883	0.0537846729699
11.127056179	0.0528408775134
11.1424144419	0.0383435140275
11.1577515647	0.0442833545364
11.1730676345	0.0528178457936
11.1883627376	0.048735789478
11.2341231034	0.0489220977966
11.2493351931	0.0525989151968
11.2645267398	0.0592543292546
11.2796978265	0.0572415852581
11.2948485355	0.0471433492443
11.3099789489	0.0502030216977
11.3401792135	0.0504548178263
11.3552492258	0.0446644970174
11.3702992645	0.042191328287
11.3853294089	0.0544247348993
11.4153303289	0.0568429014028
11.4303012603	0.0431830411888
11.4601844519	0.0545613045698
11.4750968648	0.0446356732193
11.4899899234	0.0447614033814
11.504863703	0.0479605920936
11.5197182782	0.0387605700801
11.5345537232	0.0436856246943
11.5493701118	0.0634051434501
11.5789460119	0.0424657582334
11.5937056687	0.0527552322088
11.6084465591	0.0444900031337
11.6231687547	0.0559161394032
11.6378723264	0.0452662701482
11.6525573446	0.0491927934583
11.6672238795	0.0483036846275
11.6965017772	0.0627915939597
