# k	S(k)
0.584825088859	0.0632422789984
0.827067572281	0.055009814799
1.01294676745	0.0148947160816
1.16965017772	0.0119500361348
1.30770865364	0.0207408480507
1.43252305648	0.0356779679241
1.65413514456	0.03095216365
1.75447526658	0.0390652353219
1.84937931361	0.0410924856841
1.93964538773	0.0322050908599
2.02589353489	0.0387213184467
2.10861684506	0.0634862988363
2.1882151137	0.0384794126035
2.33930035544	0.021232988736
2.41129561388	0.0310894025403
2.48120271684	0.0293626021035
2.54919346199	0.0284095062392
2.61541730727	0.035576673897
2.68000523801	0.0407341673696
2.74307281353	0.0242552716337
2.86504611297	0.0466916920677
2.9241254443	0.0275023246224
2.98203454013	0.0276585887872
3.03884030234	0.0227558832309
3.14937948686	0.0322582438285
3.20321893363	0.0393090012982
3.30827028912	0.0389218773324
3.35956436022	0.0415799831551
3.41008696004	0.0411024608148
3.45987188485	0.037411921567
3.50895053316	0.0591228958087
3.55735213729	0.0535397490302
3.60510396705	0.0359296623563
3.69875862721	0.0441443029694
3.74470770113	0.0527166750331
3.79009975482	0.0243023109267
3.83495456767	0.0409555981408
3.87929077547	0.0519442813889
3.92312596091	0.0407632460167
3.96647673506	0.0374459052484
4.05178706978	0.102087414544
4.09377562202	0.0398880254806
4.13533786141	0.0330293217922
4.17648651531	0.0557146494905
4.21723369012	0.0589934927366
4.25759091291	0.0580095814461
4.29756916945	0.0466009853436
4.3764302274	0.039021735303
4.41533259448	0.0396697514434
4.45389518337	0.0625467508262
4.49212674454	0.0422210085535
4.56762996073	0.0396546759674
4.6049173546	0.0408311622773
4.67860071088	0.147669236908
4.71501060406	0.0378316568666
4.75114148189	0.0557329877551
4.78699966216	0.064705562481
4.82259122776	0.0480514620458
4.85792203875	0.0426953437705
4.89299774363	0.0431796618853
4.96240543369	0.0469980585051
4.99674774957	0.0544548287656
5.0308556387	0.0429898444447
5.06473383723	0.0687214609275
5.09838692397	0.0565074592151
5.1318193276	0.0616773927305
5.16503533344	0.0490109000984
5.23083461455	0.0352042024879
5.26342579974	0.0425010742763
5.29581641807	0.0441370369848
5.32801012747	0.0481360625573
5.36001047602	0.0518008240203
5.39182090648	0.0618363574631
5.42344476068	0.0495721169127
5.48614562705	0.0345329388002
5.51722885385	0.0643319222104
5.54813794082	0.0639836426391
5.57887578235	0.0498992973912
5.63984891323	0.0320306980404
5.67008960675	0.0495540819098
5.73009222593	0.0461215416584
5.7598591391	0.0605765990814
5.78947300597	0.0535450105912
5.8189361632	0.0761608127584
5.84825088859	0.0419811049862
5.87741940315	0.0547658376922
5.90644387301	0.0608779449068
5.96406908027	0.0571209690899
5.99267389224	0.0442194418044
6.02114281207	0.0609322215366
6.04947775828	0.0605146227441
6.07768060467	0.0373398633089
6.10575318179	0.0701361888521
6.13369727828	0.0647622612641
6.21677596952	0.0602613118395
6.2442232375	0.051640199132
6.27155038442	0.0533873401463
6.29875897371	0.0365139047389
6.32585053518	0.0691538777312
6.35282656603	0.0595516921183
6.40643786727	0.0552706180325
6.43307597745	0.0692694245995
